전월세구분,dong,도로명,시군구,번지,도로조건,계약면적(㎡),계약년월,계약일,보증금(만원),월세(만원),건축년도,address
전세,덕진동2가,가리내10길,9,9,9,9,9,9,9,9,9,9
전세,덕진동2가,가리내1길,8,8,8,8,8,8,8,8,6,8
전세,덕진동2가,가리내2길,8,8,8,8,8,8,8,8,7,8
전세,덕진동2가,가리내3길,16,16,16,16,16,16,16,16,12,16
전세,덕진동2가,가리내5길,4,4,4,4,4,4,4,4,4,4
전세,덕진동2가,가리내6길,16,16,16,16,16,16,16,16,16,16
전세,덕진동2가,가리내7길,1,1,1,1,1,1,1,1,1,1
전세,덕진동2가,가리내8길,16,16,16,16,16,16,16,16,16,16
전세,덕진동2가,가리내9길,4,4,4,4,4,4,4,4,2,4
전세,덕진동2가,경동로,1,1,1,1,1,1,1,1,1,1
전세,덕진동2가,권삼득로,2,2,2,2,2,2,2,2,2,2
전세,덕진동2가,기린대로,2,2,2,2,2,2,2,2,2,2
전세,덕진동2가,하가1길,7,7,7,7,7,7,7,7,6,7
전세,덕진동2가,하가2길,4,4,4,4,4,4,4,4,2,4
전세,덕진동2가,하가4길,1,1,1,1,1,1,1,1,1,1
전세,덕진동2가,하가로,7,7,7,7,7,7,7,7,7,7
전세,덕진동2가,호반1길,1,1,1,1,1,1,1,1,0,1
전세,덕진동2가,호반2길,4,4,4,4,4,4,4,4,4,4
전세,덕진동2가,호반3길,1,1,1,1,1,1,1,1,0,1
전세,덕진동2가,호반4길,4,4,4,4,4,4,4,4,4,4
전세,덕진동2가,호반5길,15,15,15,15,15,15,15,15,13,15
전세,덕진동2가,호반6길,10,10,10,10,10,10,10,10,8,10
전세,덕진동2가,호반8길,10,10,10,10,10,10,10,10,9,10
전세,만성동,두현길,27,27,27,27,27,27,27,27,26,27
전세,만성동,만성남1길,4,4,4,4,4,4,4,4,3,4
전세,만성동,만성남2길,3,3,3,3,3,3,3,3,3,3
전세,만성동,만성남4길,5,5,5,5,5,5,5,5,5,5
전세,만성동,만성남5길,1,1,1,1,1,1,1,1,1,1
전세,만성동,만성남7길,1,1,1,1,1,1,1,1,1,1
전세,만성동,만성남8길,2,2,2,2,2,2,2,2,2,2
전세,만성동,만성남로,3,3,3,3,3,3,3,3,3,3
전세,만성동,만성로,5,5,5,5,5,5,5,5,4,5
전세,만성동,만성북1길,7,7,7,7,7,7,7,7,7,7
전세,만성동,만성북2길,5,5,5,5,5,5,5,5,5,5
전세,만성동,만성북3길,3,3,3,3,3,3,3,3,3,3
전세,만성동,만성북4길,3,3,3,3,3,3,3,3,3,3
전세,만성동,만성용흥길,1,1,1,1,1,1,1,1,1,1
전세,만성동,만성중앙로,4,4,4,4,4,4,4,4,4,4
전세,만성동,월방1길,8,8,8,8,8,8,8,8,7,8
전세,만성동,월방2길,3,3,3,3,3,3,3,3,3,3
전세,만성동,월방3길,2,2,2,2,2,2,2,2,2,2
전세,만성동,월방4길,2,2,2,2,2,2,2,2,2,2
전세,만성동,월방5길,2,2,2,2,2,2,2,2,2,2
전세,만성동,월방6길,2,2,2,2,2,2,2,2,2,2
전세,만성동,월방7길,3,3,3,3,3,3,3,3,3,3
전세,만성동,월방8길,6,6,6,6,6,6,6,6,6,6
전세,반월동,실리2길,1,1,1,1,1,1,1,1,1,1
전세,산정동,건산로,3,3,3,3,3,3,3,3,3,3
전세,산정동,산정1길,1,1,1,1,1,1,1,1,1,1
전세,산정동,산정2길,1,1,1,1,1,1,1,1,1,1
전세,산정동,아중천2길,5,5,5,5,5,5,5,5,5,5
전세,송천동1가,두간5길,2,2,2,2,2,2,2,2,2,2
전세,송천동1가,사근1길,2,2,2,2,2,2,2,2,2,2
전세,송천동1가,솔내1길,26,26,26,26,26,26,26,26,26,26
전세,송천동1가,솔내2길,10,10,10,10,10,10,10,10,10,10
전세,송천동1가,솔내3길,1,1,1,1,1,1,1,1,1,1
전세,송천동1가,솔내4길,1,1,1,1,1,1,1,1,1,1
전세,송천동1가,솔내5길,3,3,3,3,3,3,3,3,3,3
전세,송천동1가,솔내6길,12,12,12,12,12,12,12,12,10,12
전세,송천동1가,솔내7길,5,5,5,5,5,5,5,5,5,5
전세,송천동1가,솔내8길,7,7,7,7,7,7,7,7,6,7
전세,송천동1가,솔내9길,9,9,9,9,9,9,9,9,9,9
전세,송천동1가,솔내로,3,3,3,3,3,3,3,3,3,3
전세,송천동1가,송천1길,2,2,2,2,2,2,2,2,2,2
전세,송천동1가,송천2길,2,2,2,2,2,2,2,2,2,2
전세,송천동1가,송천3길,16,16,16,16,16,16,16,16,15,16
전세,송천동1가,송천4길,6,6,6,6,6,6,6,6,5,6
전세,송천동1가,송천로,19,19,19,19,19,19,19,19,18,19
전세,송천동1가,시천로,7,7,7,7,7,7,7,7,6,7
전세,송천동1가,오송1길,1,1,1,1,1,1,1,1,1,1
전세,송천동1가,용소로,3,3,3,3,3,3,3,3,1,3
전세,송천동1가,천마산로,1,1,1,1,1,1,1,1,1,1
전세,송천동2가,고내천변로,1,1,1,1,1,1,1,1,1,1
전세,송천동2가,동부대로,11,11,11,11,11,11,11,11,10,11
전세,송천동2가,붓내1길,3,3,3,3,3,3,3,3,2,3
전세,송천동2가,붓내2길,4,4,4,4,4,4,4,4,4,4
전세,송천동2가,붓내3길,7,7,7,7,7,7,7,7,7,7
전세,송천동2가,붓내4길,6,6,6,6,6,6,6,6,5,6
전세,송천동2가,붓내5길,15,15,15,15,15,15,15,15,15,15
전세,송천동2가,사근1길,9,9,9,9,9,9,9,9,9,9
전세,송천동2가,와룡1길,3,3,3,3,3,3,3,3,3,3
전세,송천동2가,천마산로,10,10,10,10,10,10,10,10,9,10
전세,여의동,기린대로,4,4,4,4,4,4,4,4,3,4
전세,여의동,여암1길,1,1,1,1,1,1,1,1,1,1
전세,여의동2가,덕용1길,11,11,11,11,11,11,11,11,9,11
전세,여의동2가,덕용2길,2,2,2,2,2,2,2,2,1,2
전세,여의동2가,덕용4길,3,3,3,3,3,3,3,3,3,3
전세,여의동2가,쪽구름1길,1,1,1,1,1,1,1,1,1,1
전세,여의동2가,쪽구름3길,1,1,1,1,1,1,1,1,0,1
전세,여의동2가,쪽구름5길,5,5,5,5,5,5,5,5,5,5
전세,여의동2가,쪽구름로,4,4,4,4,4,4,4,4,2,4
전세,여의동2가,편운로,1,1,1,1,1,1,1,1,1,1
전세,우아동1가,인교2길,1,1,1,1,1,1,1,1,1,1
전세,우아동1가,인교3길,5,5,5,5,5,5,5,5,5,5
전세,우아동1가,인교4길,6,6,6,6,6,6,6,6,5,6
전세,우아동1가,인교5길,10,10,10,10,10,10,10,10,9,10
전세,우아동1가,인교6길,5,5,5,5,5,5,5,5,3,5
전세,우아동1가,인교7길,7,7,7,7,7,7,7,7,4,7
전세,우아동1가,인교8길,3,3,3,3,3,3,3,3,3,3
전세,우아동1가,인교9길,7,7,7,7,7,7,7,7,7,7
전세,우아동1가,인교로,28,28,28,28,28,28,28,28,26,28
전세,우아동1가,한배미로,1,1,1,1,1,1,1,1,1,1
전세,우아동2가,건산로,1,1,1,1,1,1,1,1,0,1
전세,우아동2가,석소1길,2,2,2,2,2,2,2,2,1,2
전세,우아동2가,석소2길,9,9,9,9,9,9,9,9,6,9
전세,우아동2가,석소3길,5,5,5,5,5,5,5,5,4,5
전세,우아동2가,석소4길,5,5,5,5,5,5,5,5,5,5
전세,우아동2가,석소5길,6,6,6,6,6,6,6,6,6,6
전세,우아동2가,석소로,2,2,2,2,2,2,2,2,0,2
전세,우아동2가,아중1길,3,3,3,3,3,3,3,3,2,3
전세,우아동2가,아중2길,1,1,1,1,1,1,1,1,1,1
전세,우아동2가,아중3길,8,8,8,8,8,8,8,8,5,8
전세,우아동2가,아중6길,5,5,5,5,5,5,5,5,2,5
전세,우아동2가,아중7길,7,7,7,7,7,7,7,7,6,7
전세,우아동2가,아중로,1,1,1,1,1,1,1,1,1,1
전세,우아동2가,아중중앙로,3,3,3,3,3,3,3,3,3,3
전세,우아동2가,정언신로,2,2,2,2,2,2,2,2,2,2
전세,우아동2가,중상보로,7,7,7,7,7,7,7,7,6,7
전세,우아동2가,진버들6길,10,10,10,10,10,10,10,10,8,10
전세,우아동3가,견훤로,1,1,1,1,1,1,1,1,1,1
전세,우아동3가,도당산1길,2,2,2,2,2,2,2,2,0,2
전세,우아동3가,도당산2길,1,1,1,1,1,1,1,1,1,1
전세,우아동3가,도당산4길,8,8,8,8,8,8,8,8,6,8
전세,우아동3가,도당산로,4,4,4,4,4,4,4,4,3,4
전세,우아동3가,동부대로,2,2,2,2,2,2,2,2,1,2
전세,우아동3가,신기1길,2,2,2,2,2,2,2,2,2,2
전세,우아동3가,안골5길,3,3,3,3,3,3,3,3,2,3
전세,우아동3가,안골6길,3,3,3,3,3,3,3,3,0,3
전세,우아동3가,안덕원1길,3,3,3,3,3,3,3,3,3,3
전세,우아동3가,안덕원2길,2,2,2,2,2,2,2,2,2,2
전세,우아동3가,안덕원3길,1,1,1,1,1,1,1,1,0,1
전세,우아동3가,우아10길,9,9,9,9,9,9,9,9,9,9
전세,우아동3가,우아1길,4,4,4,4,4,4,4,4,0,4
전세,우아동3가,우아2길,3,3,3,3,3,3,3,3,1,3
전세,우아동3가,우아3길,8,8,8,8,8,8,8,8,7,8
전세,우아동3가,우아5길,1,1,1,1,1,1,1,1,1,1
전세,우아동3가,우아6길,1,1,1,1,1,1,1,1,0,1
전세,우아동3가,우아7길,6,6,6,6,6,6,6,6,5,6
전세,우아동3가,진버들1길,2,2,2,2,2,2,2,2,2,2
전세,인후동1가,가재미1길,10,10,10,10,10,10,10,10,9,10
전세,인후동1가,가재미2길,4,4,4,4,4,4,4,4,4,4
전세,인후동1가,가재미3길,5,5,5,5,5,5,5,5,4,5
전세,인후동1가,가재미4길,9,9,9,9,9,9,9,9,8,9
전세,인후동1가,가재미5길,5,5,5,5,5,5,5,5,4,5
전세,인후동1가,가재미6길,5,5,5,5,5,5,5,5,4,5
전세,인후동1가,가재미로,18,18,18,18,18,18,18,18,17,18
전세,인후동1가,건산로,2,2,2,2,2,2,2,2,2,2
전세,인후동1가,견훤로,3,3,3,3,3,3,3,3,3,3
전세,인후동1가,견훤왕궁로,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,구총목로,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,동가재미1길,10,10,10,10,10,10,10,10,10,10
전세,인후동1가,동가재미2길,6,6,6,6,6,6,6,6,3,6
전세,인후동1가,동가재미3길,5,5,5,5,5,5,5,5,4,5
전세,인후동1가,무삼지1길,2,2,2,2,2,2,2,2,2,2
전세,인후동1가,무삼지2길,5,5,5,5,5,5,5,5,5,5
전세,인후동1가,무삼지3길,19,19,19,19,19,19,19,19,14,19
전세,인후동1가,무삼지4길,2,2,2,2,2,2,2,2,2,2
전세,인후동1가,무삼지5길,7,7,7,7,7,7,7,7,7,7
전세,인후동1가,무삼지6길,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,무삼지로,1,1,1,1,1,1,1,1,0,1
전세,인후동1가,물왕멀로,5,5,5,5,5,5,5,5,5,5
전세,인후동1가,반태산3길,10,10,10,10,10,10,10,10,10,10
전세,인후동1가,반태산6길,3,3,3,3,3,3,3,3,2,3
전세,인후동1가,서가재미1길,14,14,14,14,14,14,14,14,11,14
전세,인후동1가,서가재미2길,11,11,11,11,11,11,11,11,9,11
전세,인후동1가,서가재미3길,16,16,16,16,16,16,16,16,12,16
전세,인후동1가,석소로,6,6,6,6,6,6,6,6,5,6
전세,인후동1가,심방죽1길,2,2,2,2,2,2,2,2,2,2
전세,인후동1가,심방죽2길,1,1,1,1,1,1,1,1,0,1
전세,인후동1가,심방죽로,2,2,2,2,2,2,2,2,1,2
전세,인후동1가,아중로,1,1,1,1,1,1,1,1,0,1
전세,인후동1가,안골1길,4,4,4,4,4,4,4,4,2,4
전세,인후동1가,안골2길,8,8,8,8,8,8,8,8,8,8
전세,인후동1가,안골3길,2,2,2,2,2,2,2,2,2,2
전세,인후동1가,안골4길,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,안덕원로,2,2,2,2,2,2,2,2,2,2
전세,인후동1가,인봉3길,4,4,4,4,4,4,4,4,4,4
전세,인후동1가,인봉남로,5,5,5,5,5,5,5,5,5,5
전세,인후동1가,인봉로,1,1,1,1,1,1,1,1,0,1
전세,인후동1가,인봉북로,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,인후2길,19,19,19,19,19,19,19,19,19,19
전세,인후동1가,인후4길,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,인후5길,3,3,3,3,3,3,3,3,3,3
전세,인후동1가,인후6길,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,작은모래내4길,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,정언신로,9,9,9,9,9,9,9,9,8,9
전세,인후동1가,진버들1길,5,5,5,5,5,5,5,5,3,5
전세,인후동1가,팽나무1길,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,팽나무2길,1,1,1,1,1,1,1,1,1,1
전세,인후동1가,팽나무3길,9,9,9,9,9,9,9,9,5,9
전세,인후동1가,팽나무4길,7,7,7,7,7,7,7,7,5,7
전세,인후동1가,팽나무5길,3,3,3,3,3,3,3,3,3,3
전세,인후동1가,팽나무6길,9,9,9,9,9,9,9,9,1,9
전세,인후동1가,한배미1길,26,26,26,26,26,26,26,26,20,26
전세,인후동1가,한배미2길,2,2,2,2,2,2,2,2,2,2
전세,인후동1가,한배미3길,11,11,11,11,11,11,11,11,10,11
전세,인후동1가,한배미4길,20,20,20,20,20,20,20,20,14,20
전세,인후동1가,한배미5길,18,18,18,18,18,18,18,18,15,18
전세,인후동1가,한배미6길,2,2,2,2,2,2,2,2,2,2
전세,인후동2가,거북바우로,2,2,2,2,2,2,2,2,1,2
전세,인후동2가,건산로,1,1,1,1,1,1,1,1,0,1
전세,인후동2가,건지3길,3,3,3,3,3,3,3,3,3,3
전세,인후동2가,건지4길,3,3,3,3,3,3,3,3,3,3
전세,인후동2가,명주1길,9,9,9,9,9,9,9,9,8,9
전세,인후동2가,명주2길,5,5,5,5,5,5,5,5,5,5
전세,인후동2가,명주3길,3,3,3,3,3,3,3,3,3,3
전세,인후동2가,명주5길,2,2,2,2,2,2,2,2,1,2
전세,인후동2가,명주6길,3,3,3,3,3,3,3,3,3,3
전세,인후동2가,모래내6길,2,2,2,2,2,2,2,2,2,2
전세,인후동2가,백동1길,4,4,4,4,4,4,4,4,4,4
전세,인후동2가,백동3길,1,1,1,1,1,1,1,1,1,1
전세,인후동2가,백동6길,2,2,2,2,2,2,2,2,2,2
전세,인후동2가,백동로,1,1,1,1,1,1,1,1,1,1
전세,인후동2가,심방죽3길,2,2,2,2,2,2,2,2,2,2
전세,인후동2가,심방죽로,1,1,1,1,1,1,1,1,1,1
전세,중동,오정1길,3,3,3,3,3,3,3,3,3,3
전세,중동,오정2길,1,1,1,1,1,1,1,1,1,1
전세,진북동,건산1길,2,2,2,2,2,2,2,2,2,2
전세,진북동,건산2길,1,1,1,1,1,1,1,1,0,1
전세,진북동,건산3길,1,1,1,1,1,1,1,1,1,1
전세,진북동,건산4길,1,1,1,1,1,1,1,1,0,1
전세,진북동,건산로,2,2,2,2,2,2,2,2,2,2
전세,진북동,공북1길,5,5,5,5,5,5,5,5,5,5
전세,진북동,권삼득로,2,2,2,2,2,2,2,2,2,2
전세,진북동,반촌5길,1,1,1,1,1,1,1,1,1,1
전세,진북동,반촌8길,2,2,2,2,2,2,2,2,2,2
전세,진북동,반촌9길,2,2,2,2,2,2,2,2,1,2
전세,진북동,반촌로,2,2,2,2,2,2,2,2,1,2
전세,진북동,벚꽃1길,1,1,1,1,1,1,1,1,1,1
전세,진북동,벚꽃2길,1,1,1,1,1,1,1,1,1,1
전세,진북동,벚꽃3길,2,2,2,2,2,2,2,2,2,2
전세,진북동,벚꽃4길,2,2,2,2,2,2,2,2,2,2
전세,진북동,벚꽃로,1,1,1,1,1,1,1,1,1,1
전세,진북동,숲정이1길,8,8,8,8,8,8,8,8,7,8
전세,진북동,숲정이2길,7,7,7,7,7,7,7,7,7,7
전세,진북동,숲정이3길,3,3,3,3,3,3,3,3,2,3
전세,진북동,숲정이4길,1,1,1,1,1,1,1,1,1,1
전세,진북동,어은골3길,1,1,1,1,1,1,1,1,1,1
전세,진북동,진북3길,3,3,3,3,3,3,3,3,3,3
전세,진북동,태진로,1,1,1,1,1,1,1,1,1,1
전세,진북동,팔달로,5,5,5,5,5,5,5,5,4,5
전세,팔복동1가,신복1길,17,17,17,17,17,17,17,17,17,17
전세,팔복동1가,신복2길,19,19,19,19,19,19,19,19,18,19
전세,팔복동1가,신복6길,1,1,1,1,1,1,1,1,0,1
전세,팔복동1가,신복천변2길,2,2,2,2,2,2,2,2,2,2
전세,팔복동2가,상리로,1,1,1,1,1,1,1,1,0,1
전세,팔복동2가,추천1길,5,5,5,5,5,5,5,5,5,5
전세,팔복동2가,팔복7길,1,1,1,1,1,1,1,1,1,1
전세,팔복동3가,덕촌길,1,1,1,1,1,1,1,1,0,1
전세,팔복동4가,신복로,1,1,1,1,1,1,1,1,1,1
전세,호성동1가,호성2길,2,2,2,2,2,2,2,2,0,2
전세,호성동1가,호성3길,2,2,2,2,2,2,2,2,2,2
