전월세구분,dong,도로명,계약면적(㎡),계약년월,계약일,보증금(만원),월세(만원),건축년도,loc,x,y,번지,번지.1,번지.1.1,번지.1.1.1,번지.1.1.1.1,번지.1.1.1.1.1,번지.1.1.1.1.1.1,번지
월세,전미동2가,전미월평4길,145.2,202004.0,1.0,3000.0,21.0,1999.0,전북 전주시 전미동2가 전미월평4길,127.104666855,35.883262646999995,1,1,1,1,1,1,1,1
월세,중동,오정1길,81.91,202025.8182,16.54545455,3363.636364,44.81818182,2014.2222219999999,전북 전주시 중동 오정1길,127.060422385,35.835894939,11,11,11,11,11,11,11,11
월세,중동,오정2길,60.75,202032.5,15.25,3575.0,37.75,2014.0,전북 전주시 중동 오정2길,127.061363753,35.835884561,4,4,4,4,4,4,4,4
월세,진북동,건산1길,59.97,202103.0,25.0,5235.0,4.0,,전북 전주시 진북동 건산1길,127.141972056,35.830932254000004,1,1,1,1,1,1,1,1
월세,진북동,건산2길,116.07,202004.0,27.0,1000.0,38.0,1990.0,전북 전주시 진북동 건산2길,127.14130821299999,35.831554571999995,1,1,1,1,1,1,1,1
월세,진북동,건산3길,41.66666667,202008.0,17.33333333,700.0,24.33333333,1991.3333329999998,전북 전주시 진북동 건산3길,127.14053391899999,35.832141189,3,3,3,3,3,3,3,3
월세,진북동,건산4길,57.8,202009.4,15.0,3200.0,31.6,2012.4,전북 전주시 진북동 건산4길,127.139858889,35.832768247,5,5,5,5,5,5,5,5
월세,진북동,건산로,48.0,202101.0,27.5,1650.0,32.5,2014.5,전북 전주시 진북동 건산로,127.139196842,35.833028773,2,2,2,2,2,2,2,2
월세,진북동,공북1길,39.82,202028.4,11.6,1780.0,25.4,2011.8,전북 전주시 진북동 공북1길,127.13724987,35.82709697,5,5,5,5,5,5,5,5
월세,진북동,공북5길,39.6,202011.0,13.0,4500.0,10.0,,전북 전주시 진북동 공북5길,127.13986135399999,35.828550532,1,1,1,1,1,1,1,1
월세,진북동,공북로,112.0,202007.0,8.0,1500.0,50.0,1979.0,전북 전주시 진북동 공북로,127.13306854700001,35.824997229000004,1,1,1,1,1,1,1,1
월세,진북동,권삼득로,55.16666667,202103.0,19.66666667,433.33333330000005,38.33333333,2021.0,전북 전주시 진북동 권삼득로,127.14403402399999,35.829850179,3,3,3,3,3,3,3,3
월세,진북동,반촌1길,87.49,202101.0,31.0,5000.0,21.0,2006.0,전북 전주시 진북동 반촌1길,127.143167911,35.830508459,1,1,1,1,1,1,1,1
월세,진북동,반촌5길,47.97,202010.0,22.0,7000.0,15.0,,전북 전주시 진북동 반촌5길,127.144657115,35.829634614,1,1,1,1,1,1,1,1
월세,진북동,반촌8길,30.6,202004.0,22.0,200.0,10.0,1994.0,전북 전주시 진북동 반촌8길,127.146213281,35.83069629,1,1,1,1,1,1,1,1
월세,진북동,반촌로,59.28666667,202039.3333,19.0,3500.0,21.0,2013.0,전북 전주시 진북동 반촌로,127.14599051799999,35.82903119,3,3,3,3,3,3,3,3
월세,진북동,벚꽃3길,38.46375,202030.25,13.875,2537.5,33.625,2017.0,전북 전주시 진북동 벚꽃3길,127.133835748,35.827863420999996,8,8,8,8,8,8,8,8
월세,진북동,벚꽃로,40.0,202010.5,15.0,1000.0,15.0,1990.0,전북 전주시 진북동 벚꽃로,127.134338536,35.829402744,2,2,2,2,2,2,2,2
월세,진북동,숲정이1길,38.11333333,202007.0,22.66666667,600.0,31.66666667,2006.6666670000002,전북 전주시 진북동 숲정이1길,127.12934341200001,35.829756092,3,3,3,3,3,3,3,3
월세,진북동,숲정이2길,33.8625,202039.0833,12.33333333,1266.666667,20.08333333,2005.181818,전북 전주시 진북동 숲정이2길,127.130899536,35.829300505,12,12,12,12,12,12,12,12
월세,진북동,숲정이3길,58.145,202101.0,9.0,300.0,37.0,2018.0,전북 전주시 진북동 숲정이3길,127.131872004,35.828771598,2,2,2,2,2,2,2,2
월세,진북동,숲정이4길,43.2,202010.0,12.0,500.0,20.0,1989.0,전북 전주시 진북동 숲정이4길,127.132573008,35.83004446,1,1,1,1,1,1,1,1
월세,진북동,숲정이5길,27.04,202006.0,30.0,3000.0,30.0,2020.0,전북 전주시 진북동 숲정이5길,127.134496804,35.832068648,1,1,1,1,1,1,1,1
월세,진북동,숲정이로,99.0,202103.0,2.0,2000.0,60.0,1995.0,전북 전주시 진북동 숲정이로,127.133735215,35.832557301,1,1,1,1,1,1,1,1
월세,진북동,전주천동로,109.09,202004.0,30.0,1000.0,25.0,1977.0,전북 전주시 진북동 전주천동로,127.132484415,35.824659172,1,1,1,1,1,1,1,1
월세,진북동,전주천서로,97.05,202102.0,23.0,1000.0,25.0,,전북 전주시 진북동 전주천서로,127.134312533,35.821047799,1,1,1,1,1,1,1,1
월세,진북동,진북2길,120.31,202010.0,27.0,1500.0,20.0,1976.0,전북 전주시 진북동 진북2길,127.134927034,35.826266372,1,1,1,1,1,1,1,1
월세,진북동,태진로,23.0,202056.5,19.0,750.0,23.0,2018.0,전북 전주시 진북동 태진로,127.13651074399999,35.830435375,2,2,2,2,2,2,2,2
월세,진북동,팔달로,61.0,202009.0,22.0,10000.0,10.5,2018.0,전북 전주시 진북동 팔달로,127.14262342,35.828194559,2,2,2,2,2,2,2,2
월세,팔복동1가,신복3길,36.55666667,202007.6667,17.33333333,2733.333333,21.0,2012.0,전북 전주시 팔복동1가 신복3길,127.108190575,35.853422627,3,3,3,3,3,3,3,3
월세,팔복동1가,신복5길,32.12,202071.3333,14.66666667,166.66666669999995,25.33333333,2006.6666670000002,전북 전주시 팔복동1가 신복5길,127.105561182,35.854333773,3,3,3,3,3,3,3,3
월세,팔복동1가,신복6길,33.0,202102.0,15.0,200.0,20.0,1990.0,전북 전주시 팔복동1가 신복6길,127.10498927299999,35.854456180999996,1,1,1,1,1,1,1,1
월세,팔복동2가,추천4길,37.97333333,202007.0,12.0,266.6666667,27.0,2001.3333329999998,전북 전주시 팔복동2가 추천4길,127.110000087,35.850817373000005,3,3,3,3,3,3,3,3
월세,팔복동2가,추천5길,56.0,202008.0,15.0,200.0,28.0,2017.0,전북 전주시 팔복동2가 추천5길,127.10972668299999,35.850743951999995,1,1,1,1,1,1,1,1
월세,팔복동2가,팔복7길,50.0,202005.0,24.0,300.0,38.0,2016.0,전북 전주시 팔복동2가 팔복7길,127.10430765,35.856155018,1,1,1,1,1,1,1,1
월세,호성동1가,초포다리로,20.0,202101.0,23.0,2000.0,100.0,2019.0,전북 전주시 호성동1가 초포다리로,127.159758949,35.86597223,1,1,1,1,1,1,1,1
월세,호성동1가,호성3길,38.1,202054.0,8.5,500.0,30.0,2013.0,전북 전주시 호성동1가 호성3길,127.151481656,35.860386197,2,2,2,2,2,2,2,2
월세,호성동2가,한사월길,32.2,202005.0,20.0,500.0,30.0,1975.0,전북 전주시 호성동2가 한사월길,127.14615871299999,35.885397783,1,1,1,1,1,1,1,1
전세,고랑동,여산로,66.28571429,202023.5714,23.28571429,8250.0,0.0,2013.0,전북 전주시 고랑동 여산로,127.084249626,35.873475859,7,7,7,7,7,7,7,7
전세,고랑동,쪽구름5길,51.34,202056.5,15.0,5500.0,0.0,2014.0,전북 전주시 고랑동 쪽구름5길,127.07695085200001,35.876593435,2,2,2,2,2,2,2,2
전세,금암동,거북바우3길,40.058,202026.4,21.8,5160.0,0.0,1994.5,전북 전주시 금암동 거북바우3길,127.138519646,35.837836218,5,5,5,5,5,5,5,5
전세,금암동,건지2길,50.86600000000001,202026.2,19.0,7600.0,0.0,2010.2,전북 전주시 금암동 건지2길,127.141427075,35.844227176,5,5,5,5,5,5,5,5
전세,금암동,건지3길,28.1,202012.0,21.0,4000.0,0.0,2005.0,전북 전주시 금암동 건지3길,127.143905538,35.845144585,2,2,2,2,2,2,2,2
전세,금암동,건지로,37.5,202102.0,19.0,7000.0,0.0,2021.0,전북 전주시 금암동 건지로,127.140425008,35.847715016,1,1,1,1,1,1,1,1
전세,금암동,권삼득로,33.44862069,202053.5862,13.34482759,5189.655172,0.0,2009.7777780000001,전북 전주시 금암동 권삼득로,127.138785089,35.833575944,29,29,29,29,29,29,29,29
전세,금암동,금암1길,34.8075,202063.6667,9.583333332999999,5550.0,0.0,2013.25,전북 전주시 금암동 금암1길,127.13377712399999,35.840070694,12,12,12,12,12,12,12,12
전세,금암동,금암2길,62.03666667,202070.6667,16.66666667,9666.666667,0.0,2018.0,전북 전주시 금암동 금암2길,127.13431261,35.840350763000004,3,3,3,3,3,3,3,3
전세,금암동,금암3길,42.48727273,202035.0,16.63636364,7727.272727,0.0,2011.2,전북 전주시 금암동 금암3길,127.13792837,35.841436011999996,11,11,11,11,11,11,11,11
전세,금암동,금암4길,31.22166667,202056.1667,19.83333333,4916.666667,0.0,2018.25,전북 전주시 금암동 금암4길,127.129037668,35.837816116,6,6,6,6,6,6,6,6
전세,금암동,금암5길,32.32185185,202044.0,15.14814815,5407.407407,0.0,2014.888889,전북 전주시 금암동 금암5길,127.13686151899999,35.83868234,27,27,27,27,27,27,27,27
전세,금암동,금암6길,63.90428571,202007.1429,16.28571429,7889.285714,0.0,2006.285714,전북 전주시 금암동 금암6길,127.13573840299999,35.837914298,7,7,7,7,7,7,7,7
전세,금암동,기린대로,27.35190476,202035.61899999998,15.9047619,5261.904762,0.0,2012.3333329999998,전북 전주시 금암동 기린대로,127.13312199200001,35.837431476999996,21,21,21,21,21,21,21,21
전세,금암동,떡전1길,26.0,202011.0,16.0,4500.0,0.0,2014.0,전북 전주시 금암동 떡전1길,127.127058222,35.835040950999996,1,1,1,1,1,1,1,1
전세,금암동,떡전3길,46.57,202007.6667,14.0,6000.0,0.0,2018.6666670000002,전북 전주시 금암동 떡전3길,127.12791742700001,35.837564115,3,3,3,3,3,3,3,3
전세,금암동,떡전4길,37.088125,202031.5625,18.125,5775.0,0.0,2012.875,전북 전주시 금암동 떡전4길,127.129037668,35.837816116,16,16,16,16,16,16,16,16
전세,금암동,떡전5길,21.0,202007.0,20.5,4000.0,0.0,2012.0,전북 전주시 금암동 떡전5길,127.12999742,35.838612672,2,2,2,2,2,2,2,2
전세,금암동,떡전로,70.38333333,202040.3333,14.33333333,10000.0,0.0,2011.5,전북 전주시 금암동 떡전로,127.12767110600001,35.835631446,3,3,3,3,3,3,3,3
전세,금암동,매봉12길,30.0,202009.0,5.0,5000.0,0.0,2017.0,전북 전주시 금암동 매봉12길,127.14147545200001,35.839645984,1,1,1,1,1,1,1,1
전세,금암동,매봉15길,45.0,202009.0,23.0,3250.0,0.0,2009.0,전북 전주시 금암동 매봉15길,127.14215059,35.838986452,2,2,2,2,2,2,2,2
전세,금암동,매봉1길,28.91666667,202047.9167,16.41666667,4916.666667,0.0,2003.0,전북 전주시 금암동 매봉1길,127.141464586,35.842383584000004,12,12,12,12,12,12,12,12
전세,금암동,매봉2길,26.55555556,202061.4444,19.55555556,3722.222222,0.0,2000.6666670000002,전북 전주시 금암동 매봉2길,127.14045611700001,35.841961397,9,9,9,9,9,9,9,9
전세,금암동,매봉3길,31.266,202046.8,12.8,4360.0,0.0,2009.5,전북 전주시 금암동 매봉3길,127.14183562,35.842197327,5,5,5,5,5,5,5,5
전세,금암동,매봉4길,23.75,202077.5,20.25,3500.0,0.0,2012.0,전북 전주시 금암동 매봉4길,127.13991995,35.841929836999995,4,4,4,4,4,4,4,4
전세,금암동,매봉5길,41.82,202007.6667,10.0,4500.0,0.0,1987.0,전북 전주시 금암동 매봉5길,127.14184683200001,35.841336682,3,3,3,3,3,3,3,3
전세,금암동,매봉6길,38.22222222,202061.0,18.22222222,6277.777778,0.0,2018.111111,전북 전주시 금암동 매봉6길,127.140781944,35.841092517,9,9,9,9,9,9,9,9
전세,금암동,매봉7길,33.508,202064.6,12.8,4000.0,0.0,2001.0,전북 전주시 금암동 매봉7길,127.142193618,35.841018573,5,5,5,5,5,5,5,5
전세,금암동,매봉8길,59.58,202009.3333,10.33333333,4166.666667,0.0,1987.5,전북 전주시 금암동 매봉8길,127.14021404399999,35.84062367,3,3,3,3,3,3,3,3
전세,금암동,명륜1길,23.675,202053.0,20.5,4450.0,0.0,2002.0,전북 전주시 금암동 명륜1길,127.12954966,35.840607856,2,2,2,2,2,2,2,2
전세,금암동,모래내2길,39.6,202006.0,19.0,1500.0,0.0,2002.0,전북 전주시 금암동 모래내2길,127.140223705,35.834324812,1,1,1,1,1,1,1,1
전세,금암동,모래내9길,76.34,202102.0,1.0,7500.0,0.0,1994.0,전북 전주시 금암동 모래내9길,127.144695695,35.836696343,1,1,1,1,1,1,1,1
전세,금암동,백제대로,29.09692308,202066.0769,13.61538462,4384.615385,0.0,2003.8,전북 전주시 금암동 백제대로,127.131381799,35.839743593,13,13,13,13,13,13,13,13
전세,금암동,삼송1길,20.96,202064.4,14.0,4400.0,0.0,2003.4,전북 전주시 금암동 삼송1길,127.13281059200001,35.841477741999995,5,5,5,5,5,5,5,5
전세,금암동,삼송3길,28.65,202012.0,26.0,2000.0,0.0,,전북 전주시 금암동 삼송3길,127.135233414,35.84210187,3,3,3,3,3,3,3,3
전세,금암동,삼송5길,32.966,202064.8,17.2,5500.0,0.0,2016.2,전북 전주시 금암동 삼송5길,127.13790060299999,35.842917881,5,5,5,5,5,5,5,5
전세,금암동,용산2길,49.54,202008.0,5.0,6000.0,0.0,,전북 전주시 금암동 용산2길,127.131227884,35.835968296,1,1,1,1,1,1,1,1
전세,금암동,전주천동로,81.48,202056.0,10.0,8000.0,0.0,2015.5,전북 전주시 금암동 전주천동로,127.12949251299999,35.836018576,2,2,2,2,2,2,2,2
전세,금암동,조경단로,68.83800000000001,202027.8,10.4,8780.0,0.0,2016.6666670000002,전북 전주시 금암동 조경단로,127.136126715,35.846297158,5,5,5,5,5,5,5,5
전세,금암동,태진로,64.35,202011.0,18.0,6000.0,0.0,,전북 전주시 금암동 태진로,127.13531687,35.832295425,1,1,1,1,1,1,1,1
전세,금암동,팔달로,49.5,202011.6,14.6,7900.0,0.0,2020.0,전북 전주시 금암동 팔달로,127.13612392799999,35.833116800999996,5,5,5,5,5,5,5,5
전세,덕진동1가,가리내로,40.04,202011.0,13.0,5000.0,0.0,,전북 전주시 덕진동1가 가리내로,127.12490716100001,35.835315916,1,1,1,1,1,1,1,1
전세,덕진동1가,권삼득로,36.125,202079.25,15.0,5500.0,0.0,2000.0,전북 전주시 덕진동1가 권삼득로,127.12684831899999,35.844082205999996,4,4,4,4,4,4,4,4
전세,덕진동1가,기린대로,26.5,202056.0,19.0,3150.0,0.0,,전북 전주시 덕진동1가 기린대로,127.127937503,35.84160918,2,2,2,2,2,2,2,2
전세,덕진동1가,덕진연못1길,21.32333333,202069.3333,21.66666667,3666.666667,0.0,1993.0,전북 전주시 덕진동1가 덕진연못1길,127.12375509399999,35.844712912,3,3,3,3,3,3,3,3
전세,덕진동1가,덕진연못3길,47.35,202007.0,28.0,4500.0,0.0,2011.0,전북 전주시 덕진동1가 덕진연못3길,127.12044665100001,35.846957632,1,1,1,1,1,1,1,1
전세,덕진동1가,들사평1길,39.54166667,202063.25,17.66666667,5041.666667,0.0,2013.2222219999999,전북 전주시 덕진동1가 들사평1길,127.120410029,35.839094246,12,12,12,12,12,12,12,12
전세,덕진동1가,들사평2길,82.9625,202032.375,18.375,11375.0,0.0,2005.5,전북 전주시 덕진동1가 들사평2길,127.121058534,35.840474198,8,8,8,8,8,8,8,8
전세,덕진동1가,들사평3길,46.07636364,202042.2727,14.27272727,7227.272727,0.0,2012.7,전북 전주시 덕진동1가 들사평3길,127.12288850200001,35.840647705,11,11,11,11,11,11,11,11
전세,덕진동1가,들사평4길,30.0,202004.0,27.0,2500.0,0.0,2002.0,전북 전주시 덕진동1가 들사평4길,127.123790814,35.840942518,1,1,1,1,1,1,1,1
전세,덕진동1가,들사평5길,26.1,202011.0,4.0,5000.0,0.0,,전북 전주시 덕진동1가 들사평5길,127.12382814,35.842463347,1,1,1,1,1,1,1,1
전세,덕진동1가,들사평로,50.06666667,202040.3333,20.66666667,6500.0,0.0,2019.0,전북 전주시 덕진동1가 들사평로,127.121555609,35.838273070999996,3,3,3,3,3,3,3,3
전세,덕진동1가,들사평서로,45.97333333,202069.3333,18.66666667,4833.333333,0.0,2017.6666670000002,전북 전주시 덕진동1가 들사평서로,127.12193394200001,35.836594774,3,3,3,3,3,3,3,3
전세,덕진동1가,떡전1길,54.98,202101.0,30.0,3000.0,0.0,1974.0,전북 전주시 덕진동1가 떡전1길,127.126095366,35.835578894,1,1,1,1,1,1,1,1
전세,덕진동1가,떡전2길,45.0,202008.0,15.5,6750.0,0.0,2018.0,전북 전주시 덕진동1가 떡전2길,127.12591365600001,35.836148903,2,2,2,2,2,2,2,2
전세,덕진동1가,떡전로,48.0,202006.0,13.0,5000.0,0.0,2018.0,전북 전주시 덕진동1가 떡전로,127.127064755,35.835594576,1,1,1,1,1,1,1,1
전세,덕진동1가,명륜4길,25.0,202101.0,9.0,4000.0,0.0,2011.0,전북 전주시 덕진동1가 명륜4길,127.12664997,35.842581243000005,1,1,1,1,1,1,1,1
전세,덕진동1가,명륜5길,20.66,202056.5,28.0,3500.0,0.0,2011.0,전북 전주시 덕진동1가 명륜5길,127.12550645,35.843161843000004,2,2,2,2,2,2,2,2
전세,덕진동1가,사평3길,27.4875,202056.25,11.75,4600.0,0.0,2013.3333329999998,전북 전주시 덕진동1가 사평3길,127.122372057,35.844178576,4,4,4,4,4,4,4,4
전세,덕진동1가,사평로,41.5,202006.5,19.5,3950.0,0.0,2002.0,전북 전주시 덕진동1가 사평로,127.118666225,35.83855955,2,2,2,2,2,2,2,2
전세,덕진동2가,가련산로,38.608000000000004,202046.8,13.2,6600.0,0.0,2018.0,전북 전주시 덕진동2가 가련산로,127.110552732,35.84066652,5,5,5,5,5,5,5,5
전세,덕진동2가,가리내10길,61.57888889,202027.2222,13.77777778,8500.0,0.0,2014.111111,전북 전주시 덕진동2가 가리내10길,127.11055699100001,35.842221169,9,9,9,9,9,9,9,9
전세,덕진동2가,가리내1길,40.49625,202055.625,12.5,4625.0,0.0,2011.6666670000002,전북 전주시 덕진동2가 가리내1길,127.111546546,35.847175688,8,8,8,8,8,8,8,8
전세,덕진동2가,가리내2길,57.81875,202030.875,11.0,7812.5,0.0,2012.285714,전북 전주시 덕진동2가 가리내2길,127.11138765,35.846811646,8,8,8,8,8,8,8,8
전세,덕진동2가,가리내3길,54.395625,202019.9375,16.75,7500.0,0.0,2012.9166670000002,전북 전주시 덕진동2가 가리내3길,127.111423886,35.846416557,16,16,16,16,16,16,16,16
전세,덕진동2가,가리내5길,74.0,202056.75,20.5,6750.0,0.0,2012.25,전북 전주시 덕진동2가 가리내5길,127.111238254,35.847362983000004,4,4,4,4,4,4,4,4
전세,덕진동2가,가리내6길,71.61,202043.5,16.4375,7781.25,0.0,2013.125,전북 전주시 덕진동2가 가리내6길,127.11041077,35.845073825,16,16,16,16,16,16,16,16
전세,덕진동2가,가리내7길,59.4,202101.0,17.0,7000.0,0.0,2012.0,전북 전주시 덕진동2가 가리내7길,127.11108826200001,35.847424575,1,1,1,1,1,1,1,1
전세,덕진동2가,가리내8길,54.14875,202025.3125,15.0625,7700.0,0.0,2013.4375,전북 전주시 덕진동2가 가리내8길,127.111629783,35.843399782,16,16,16,16,16,16,16,16
전세,덕진동2가,가리내9길,63.4275,202008.75,12.5,6375.0,0.0,2014.0,전북 전주시 덕진동2가 가리내9길,127.110918565,35.847512503000004,4,4,4,4,4,4,4,4
전세,덕진동2가,경동로,62.7,202005.0,10.0,8000.0,0.0,2014.0,전북 전주시 덕진동2가 경동로,127.106600124,35.843838667,1,1,1,1,1,1,1,1
전세,덕진동2가,권삼득로,53.1,202009.5,18.0,6750.0,0.0,2016.0,전북 전주시 덕진동2가 권삼득로,127.12684831899999,35.844082205999996,2,2,2,2,2,2,2,2
전세,덕진동2가,기린대로,84.095,202005.0,16.5,10500.0,0.0,2014.5,전북 전주시 덕진동2가 기린대로,127.127937503,35.84160918,2,2,2,2,2,2,2,2
전세,덕진동2가,하가1길,48.90857143,202021.0,12.71428571,5285.714286,0.0,2018.8333329999998,전북 전주시 덕진동2가 하가1길,127.11573071,35.847531223000004,7,7,7,7,7,7,7,7
전세,덕진동2가,하가2길,95.4025,202031.25,18.75,6900.0,0.0,1978.0,전북 전주시 덕진동2가 하가2길,127.114711125,35.846809164,4,4,4,4,4,4,4,4
전세,덕진동2가,하가4길,82.4,202006.0,29.0,6000.0,0.0,1979.0,전북 전주시 덕진동2가 하가4길,127.113335137,35.848670838000004,1,1,1,1,1,1,1,1
전세,덕진동2가,하가로,54.00142857,202019.7143,13.14285714,9000.0,0.0,2013.5714289999999,전북 전주시 덕진동2가 하가로,127.112996097,35.84845454,7,7,7,7,7,7,7,7
전세,덕진동2가,호반1길,56.0,202010.0,24.0,6000.0,0.0,,전북 전주시 덕진동2가 호반1길,127.118287774,35.848843804,1,1,1,1,1,1,1,1
전세,덕진동2가,호반2길,37.25,202078.25,19.5,6000.0,0.0,2017.5,전북 전주시 덕진동2가 호반2길,127.11901957100001,35.84961788,4,4,4,4,4,4,4,4
전세,덕진동2가,호반3길,30.0,202102.0,9.0,5000.0,0.0,,전북 전주시 덕진동2가 호반3길,127.117289784,35.849243071,1,1,1,1,1,1,1,1
전세,덕진동2가,호반4길,47.69,202033.5,20.75,5375.0,0.0,2002.75,전북 전주시 덕진동2가 호반4길,127.11847905299999,35.850437055,4,4,4,4,4,4,4,4
전세,덕진동2가,호반5길,41.7,202033.5333,11.86666667,5100.0,0.0,2012.0,전북 전주시 덕진동2가 호반5길,127.115784085,35.849456759,15,15,15,15,15,15,15,15
전세,덕진동2가,호반6길,42.093999999999994,202046.3,11.0,5850.0,0.0,2012.0,전북 전주시 덕진동2가 호반6길,127.11767507399999,35.850716739,10,10,10,10,10,10,10,10
전세,덕진동2가,호반8길,39.332,202074.0,14.9,4800.0,0.0,2014.4444440000002,전북 전주시 덕진동2가 호반8길,127.115445299,35.851148912,10,10,10,10,10,10,10,10
전세,만성동,두현길,28.34703704,202040.5185,16.25925926,5555.555556,0.0,2017.115385,전북 전주시 만성동 두현길,127.073257128,35.832020029,27,27,27,27,27,27,27,27
전세,만성동,만성남1길,95.8475,202009.5,14.0,18375.0,0.0,2017.3333329999998,전북 전주시 만성동 만성남1길,127.070189073,35.841490773000004,4,4,4,4,4,4,4,4
전세,만성동,만성남2길,81.15,202040.6667,19.66666667,13333.33333,0.0,2018.0,전북 전주시 만성동 만성남2길,127.07177461799999,35.839299716,3,3,3,3,3,3,3,3
전세,만성동,만성남4길,85.734,202010.4,22.4,12000.0,0.0,2018.2,전북 전주시 만성동 만성남4길,127.07222417,35.841108004,5,5,5,5,5,5,5,5
전세,만성동,만성남5길,112.91,202007.0,11.0,17000.0,0.0,2017.0,전북 전주시 만성동 만성남5길,127.07256909,35.84079154,1,1,1,1,1,1,1,1
전세,만성동,만성남7길,53.18,202011.0,30.0,8400.0,0.0,2017.0,전북 전주시 만성동 만성남7길,127.072232056,35.839220773,1,1,1,1,1,1,1,1
전세,만성동,만성남8길,78.41,202008.5,2.5,13500.0,0.0,2017.0,전북 전주시 만성동 만성남8길,127.07266282799999,35.839051363,2,2,2,2,2,2,2,2
전세,만성동,만성남로,66.24666667,202009.6667,20.66666667,10000.0,0.0,2018.0,전북 전주시 만성동 만성남로,127.071197743,35.840262668,3,3,3,3,3,3,3,3
전세,만성동,만성로,110.64,202011.4,15.4,15700.0,0.0,2016.5,전북 전주시 만성동 만성로,127.07258206799999,35.842151062,5,5,5,5,5,5,5,5
전세,만성동,만성북1길,126.3271429,202009.1429,20.28571429,17357.14286,0.0,2018.5714289999999,전북 전주시 만성동 만성북1길,127.076978434,35.8493213,7,7,7,7,7,7,7,7
전세,만성동,만성북2길,99.77,202026.8,19.0,17400.0,0.0,2019.8,전북 전주시 만성동 만성북2길,127.075495948,35.84940554,5,5,5,5,5,5,5,5
전세,만성동,만성북3길,65.83333333,202008.3333,13.0,12666.66667,0.0,2019.0,전북 전주시 만성동 만성북3길,127.076000619,35.848637047,3,3,3,3,3,3,3,3
전세,만성동,만성북4길,118.57,202009.3333,21.33333333,18000.0,0.0,2019.0,전북 전주시 만성동 만성북4길,127.074701246,35.847772371,3,3,3,3,3,3,3,3
전세,만성동,만성용흥길,40.0,202010.0,19.0,7000.0,0.0,2018.0,전북 전주시 만성동 만성용흥길,127.07247166,35.828790656,1,1,1,1,1,1,1,1
전세,만성동,만성중앙로,64.4125,202055.0,16.0,15250.0,0.0,2019.75,전북 전주시 만성동 만성중앙로,127.073463858,35.844470108,4,4,4,4,4,4,4,4
전세,만성동,월방1길,101.0925,202044.0,19.25,15125.0,0.0,2017.285714,전북 전주시 만성동 월방1길,127.069411593,35.833450155,8,8,8,8,8,8,8,8
전세,만성동,월방2길,116.64,202071.6667,18.66666667,23000.0,0.0,2017.6666670000002,전북 전주시 만성동 월방2길,127.071942434,35.833401294,3,3,3,3,3,3,3,3
전세,만성동,월방3길,139.88,202054.5,26.0,18000.0,0.0,2016.5,전북 전주시 만성동 월방3길,127.069948508,35.834675456,2,2,2,2,2,2,2,2
전세,만성동,월방4길,120.21,202005.5,24.5,15000.0,0.0,2017.0,전북 전주시 만성동 월방4길,127.072141863,35.833795934,2,2,2,2,2,2,2,2
전세,만성동,월방5길,106.25,202009.0,13.0,17500.0,0.0,2017.0,전북 전주시 만성동 월방5길,127.072191626,35.834448415,2,2,2,2,2,2,2,2
전세,만성동,월방6길,97.175,202055.5,9.0,8000.0,0.0,2015.5,전북 전주시 만성동 월방6길,127.07194941899999,35.835495073000004,2,2,2,2,2,2,2,2
전세,만성동,월방7길,73.43,202009.6667,22.33333333,11166.66667,0.0,2017.6666670000002,전북 전주시 만성동 월방7길,127.073009034,35.835658023,3,3,3,3,3,3,3,3
전세,만성동,월방8길,92.78166667,202006.6667,19.0,14916.666669999999,0.0,2016.6666670000002,전북 전주시 만성동 월방8길,127.07339987200001,35.836588932,6,6,6,6,6,6,6,6
전세,반월동,실리2길,82.14,202007.0,30.0,5000.0,0.0,1996.0,전북 전주시 반월동 실리2길,127.069978228,35.870745577,1,1,1,1,1,1,1,1
전세,산정동,건산로,61.36666667,202006.0,14.33333333,7000.0,0.0,2017.0,전북 전주시 산정동 건산로,127.16932745700001,35.836618032,3,3,3,3,3,3,3,3
전세,산정동,산정1길,45.0,202005.0,14.0,5000.0,0.0,2014.0,전북 전주시 산정동 산정1길,127.16890519299999,35.836990581,1,1,1,1,1,1,1,1
전세,산정동,산정2길,45.0,202011.0,17.0,5300.0,0.0,2019.0,전북 전주시 산정동 산정2길,127.169261606,35.837238891,1,1,1,1,1,1,1,1
전세,산정동,아중천2길,47.2,202046.6,14.6,3400.0,0.0,2008.4,전북 전주시 산정동 아중천2길,127.170938852,35.836379949,5,5,5,5,5,5,5,5
전세,송천동1가,두간5길,143.645,202006.5,19.0,16500.0,0.0,2017.0,전북 전주시 송천동1가 두간5길,127.117739875,35.864445624,2,2,2,2,2,2,2,2
전세,송천동1가,사근1길,100.0,202011.0,26.0,22000.0,0.0,2016.0,전북 전주시 송천동1가 사근1길,127.128148113,35.866453581,2,2,2,2,2,2,2,2
전세,송천동1가,솔내1길,52.22230769,202040.3077,18.19230769,6684.615385,0.0,2008.0,전북 전주시 송천동1가 솔내1길,127.121266726,35.852223496,26,26,26,26,26,26,26,26
전세,송천동1가,솔내2길,60.37,202055.9,14.5,6450.0,0.0,2009.0,전북 전주시 송천동1가 솔내2길,127.120983076,35.853258699,10,10,10,10,10,10,10,10
전세,송천동1가,솔내3길,60.0,202006.0,27.0,7000.0,0.0,2011.0,전북 전주시 송천동1가 솔내3길,127.12169896799999,35.853725271,1,1,1,1,1,1,1,1
