전월세구분,dong,도로명,계약면적(㎡),계약년월,계약일,보증금(만원),월세(만원),건축년도,loc,x,y,번지,번지.1,번지.1.1,번지.1.1.1,번지.1.1.1.1,번지.1.1.1.1.1,번지.1.1.1.1.1.1,번지
전세,인후동2가,명주6길,36.56666667,202010.6667,14.0,5666.666667,0.0,2008.6666670000002,전북 전주시 인후동2가 명주6길,127.151873188,35.845484355,3,3,3,3,3,3,3,3
전세,인후동2가,모래내6길,61.14,202056.0,17.5,4750.0,0.0,1978.0,전북 전주시 인후동2가 모래내6길,127.14518540200001,35.835229332,2,2,2,2,2,2,2,2
전세,인후동2가,백동1길,56.3,202078.75,6.75,5125.0,0.0,2009.75,전북 전주시 인후동2가 백동1길,127.146815769,35.84601821,4,4,4,4,4,4,4,4
전세,인후동2가,백동3길,90.0,202103.0,13.0,5000.0,0.0,1988.0,전북 전주시 인후동2가 백동3길,127.14816408600001,35.84747817,1,1,1,1,1,1,1,1
전세,인후동2가,백동6길,52.5,202053.0,22.0,6000.0,0.0,2014.0,전북 전주시 인후동2가 백동6길,127.151674054,35.847248441,2,2,2,2,2,2,2,2
전세,인후동2가,백동로,73.0,202006.0,3.0,6500.0,0.0,1989.0,전북 전주시 인후동2가 백동로,127.147672024,35.847036309,1,1,1,1,1,1,1,1
전세,인후동2가,심방죽3길,55.0,202008.5,15.5,8000.0,0.0,2017.0,전북 전주시 인후동2가 심방죽3길,127.151121431,35.83972745,2,2,2,2,2,2,2,2
전세,인후동2가,심방죽로,52.39,202005.0,16.0,13000.0,0.0,2016.0,전북 전주시 인후동2가 심방죽로,127.15054754200001,35.8371514,1,1,1,1,1,1,1,1
전세,중동,오정1길,75.0,202038.3333,17.66666667,9000.0,0.0,2014.3333329999998,전북 전주시 중동 오정1길,127.060422385,35.835894939,3,3,3,3,3,3,3,3
전세,중동,오정2길,78.0,202010.0,31.0,8000.0,0.0,2014.0,전북 전주시 중동 오정2길,127.061363753,35.835884561,1,1,1,1,1,1,1,1
전세,진북동,건산1길,100.915,202056.0,15.0,6117.5,0.0,1999.0,전북 전주시 진북동 건산1길,127.141972056,35.830932254000004,2,2,2,2,2,2,2,2
전세,진북동,건산2길,50.28,202012.0,18.0,7000.0,0.0,,전북 전주시 진북동 건산2길,127.14130821299999,35.831554571999995,1,1,1,1,1,1,1,1
전세,진북동,건산3길,25.0,202103.0,10.0,2800.0,0.0,2011.0,전북 전주시 진북동 건산3길,127.14053391899999,35.832141189,1,1,1,1,1,1,1,1
전세,진북동,건산4길,64.11,202012.0,3.0,7000.0,0.0,,전북 전주시 진북동 건산4길,127.139858889,35.832768247,1,1,1,1,1,1,1,1
전세,진북동,건산로,50.5,202102.0,16.0,8000.0,0.0,2018.0,전북 전주시 진북동 건산로,127.139196842,35.833028773,2,2,2,2,2,2,2,2
전세,진북동,공북1길,76.158,202010.0,12.8,7400.0,0.0,2012.0,전북 전주시 진북동 공북1길,127.13724987,35.82709697,5,5,5,5,5,5,5,5
전세,진북동,권삼득로,44.66,202103.0,28.0,7250.0,0.0,2021.0,전북 전주시 진북동 권삼득로,127.14403402399999,35.829850179,2,2,2,2,2,2,2,2
전세,진북동,반촌5길,72.72,202004.0,6.0,12000.0,0.0,1976.0,전북 전주시 진북동 반촌5길,127.144657115,35.829634614,1,1,1,1,1,1,1,1
전세,진북동,반촌8길,60.0,202010.0,14.5,4000.0,0.0,2020.0,전북 전주시 진북동 반촌8길,127.146213281,35.83069629,2,2,2,2,2,2,2,2
전세,진북동,반촌9길,39.33,202007.0,23.0,2750.0,0.0,1976.0,전북 전주시 진북동 반촌9길,127.146064535,35.831500481,2,2,2,2,2,2,2,2
전세,진북동,반촌로,68.93,202053.5,20.0,5750.0,0.0,2013.0,전북 전주시 진북동 반촌로,127.14599051799999,35.82903119,2,2,2,2,2,2,2,2
전세,진북동,벚꽃1길,10.92,202005.0,26.0,1000.0,0.0,1976.0,전북 전주시 진북동 벚꽃1길,127.131295199,35.828156224000004,1,1,1,1,1,1,1,1
전세,진북동,벚꽃2길,25.0,202101.0,25.0,3000.0,0.0,1997.0,전북 전주시 진북동 벚꽃2길,127.132510598,35.82763876,1,1,1,1,1,1,1,1
전세,진북동,벚꽃3길,53.7,202005.5,16.5,10000.0,0.0,2017.0,전북 전주시 진북동 벚꽃3길,127.133835748,35.827863420999996,2,2,2,2,2,2,2,2
전세,진북동,벚꽃4길,50.4,202005.0,20.0,4600.0,0.0,1969.0,전북 전주시 진북동 벚꽃4길,127.135072546,35.828758191,2,2,2,2,2,2,2,2
전세,진북동,벚꽃로,120.35,202010.0,8.0,7000.0,0.0,1975.0,전북 전주시 진북동 벚꽃로,127.134338536,35.829402744,1,1,1,1,1,1,1,1
전세,진북동,숲정이1길,45.09,202018.5,8.625,6125.0,0.0,2010.142857,전북 전주시 진북동 숲정이1길,127.12934341200001,35.829756092,8,8,8,8,8,8,8,8
전세,진북동,숲정이2길,46.65428571,202062.8571,11.85714286,6785.714286,0.0,2001.4285710000001,전북 전주시 진북동 숲정이2길,127.130899536,35.829300505,7,7,7,7,7,7,7,7
전세,진북동,숲정이3길,40.81666667,202008.6667,30.0,6666.666667,0.0,2014.5,전북 전주시 진북동 숲정이3길,127.131872004,35.828771598,3,3,3,3,3,3,3,3
전세,진북동,숲정이4길,40.0,202101.0,13.0,6500.0,0.0,2019.0,전북 전주시 진북동 숲정이4길,127.132573008,35.83004446,1,1,1,1,1,1,1,1
전세,진북동,어은골3길,67.77,202011.0,20.0,6000.0,0.0,1984.0,전북 전주시 진북동 어은골3길,127.129661406,35.823359499,1,1,1,1,1,1,1,1
전세,진북동,진북3길,140.25666669999998,202072.3333,10.33333333,9000.0,0.0,1986.3333329999998,전북 전주시 진북동 진북3길,127.13550223700001,35.82576582,3,3,3,3,3,3,3,3
전세,진북동,태진로,85.0,202011.0,19.0,16000.0,0.0,2017.0,전북 전주시 진북동 태진로,127.13651074399999,35.830435375,1,1,1,1,1,1,1,1
전세,진북동,팔달로,31.125999999999998,202028.2,12.8,4900.0,0.0,2016.75,전북 전주시 진북동 팔달로,127.14262342,35.828194559,5,5,5,5,5,5,5,5
전세,팔복동1가,신복1길,60.0,202101.1765,22.94117647,5000.0,0.0,2021.0,전북 전주시 팔복동1가 신복1길,127.111011904,35.851613983,17,17,17,17,17,17,17,17
전세,팔복동1가,신복2길,66.07894737,202076.6316,24.63157895,5263.157895,0.0,2020.7777780000001,전북 전주시 팔복동1가 신복2길,127.10951624299999,35.853680768000004,19,19,19,19,19,19,19,19
전세,팔복동1가,신복6길,72.13,202011.0,20.0,4000.0,0.0,,전북 전주시 팔복동1가 신복6길,127.10498927299999,35.854456180999996,1,1,1,1,1,1,1,1
전세,팔복동1가,신복천변2길,34.9,202009.0,12.5,4000.0,0.0,2020.0,전북 전주시 팔복동1가 신복천변2길,127.10874309200001,35.857898649,2,2,2,2,2,2,2,2
전세,팔복동2가,상리로,53.96,202008.0,12.0,6000.0,0.0,,전북 전주시 팔복동2가 상리로,127.102011734,35.848999116,1,1,1,1,1,1,1,1
전세,팔복동2가,추천1길,56.512,202005.0,12.8,2560.0,0.0,2019.0,전북 전주시 팔복동2가 추천1길,127.10514821299999,35.849069074,5,5,5,5,5,5,5,5
전세,팔복동2가,팔복7길,30.0,202012.0,1.0,3000.0,0.0,2010.0,전북 전주시 팔복동2가 팔복7길,127.10430765,35.856155018,1,1,1,1,1,1,1,1
전세,팔복동3가,덕촌길,49.0,202006.0,11.0,2000.0,0.0,,전북 전주시 팔복동3가 덕촌길,127.09733674600001,35.842676716999996,1,1,1,1,1,1,1,1
전세,팔복동4가,신복로,38.44,202010.0,7.0,4000.0,0.0,2012.0,전북 전주시 팔복동4가 신복로,127.104642258,35.859439666,1,1,1,1,1,1,1,1
전세,호성동1가,호성2길,68.645,202010.5,14.5,7250.0,0.0,,전북 전주시 호성동1가 호성2길,127.15251358200001,35.859088563,2,2,2,2,2,2,2,2
전세,호성동1가,호성3길,57.38,202056.0,19.5,3400.0,0.0,2013.0,전북 전주시 호성동1가 호성3길,127.151481656,35.860386197,2,2,2,2,2,2,2,2
