0,1,near_bus_stop,near_bus_stop_count,bus_at_each_stop,total_bus
127.17,35.8,"[[127.16579219, 35.80195293, '약수터주유소', 305100461], [127.1682826, 35.8036179, '사대마을', 305032611], [127.1683495, 35.8035009, '사대마을', 305032612], [127.1690185, 35.8004534, '대성동종점', 305032457], [127.1704143, 35.8001237, '전주한옥마을대성공영주차장입구', 305032459], [127.170514, 35.8003755, '전주한옥마을대성공영주차장', 305032636], [127.1706414, 35.8003443, '전주한옥마을대성공영주차장', 305032637], [127.1709038, 35.80074242, '대성동도로교통공단', 305100445], [127.1709477, 35.8009501, '대성동도로교통공단', 305100450], [127.1710162, 35.7966757, '대성참조은아파트', 305032620], [127.1711048, 35.7966715, '대성참조은아파트', 305032619]]",11,(사대마을-305032611)-1대(전주한옥마을대성공영주차장입구-305032459)-2대(전주한옥마을대성공영주차장-305032637)-3대(대성동도로교통공단-305100450)-4대,10
127.18,35.8,"[[127.1785096, 35.7978005, '전주대성초교', 305032613], [127.1785705, 35.7977781, '전주대성초교', 305032614], [127.17858018, 35.7992667, '영동고덕아파트', 305100428], [127.1790142, 35.79894044, '영동고덕아파트', 305100425]]",4,(전주대성초교-305032614)-3대(영동고덕아파트-305100428)-4대(영동고덕아파트-305100425)-4대,11
127.17,35.79,"[[127.1709966, 35.7933802, '내원당마을', 305032617], [127.1710523, 35.7933083, '내원당마을', 305032618]]",2,(내원당마을-305032617)-3대,3
127.12,35.79,"[[127.11513899, 35.78525317, '장교리', 305100296], [127.11515982, 35.78541717, '장교리', 305100298], [127.1167361, 35.79420696, '삼천흥건1차아파트', 305100356], [127.1167769, 35.7910757, '삼천대왕장미아파트', 305100331], [127.11696879, 35.78977178, '삼천대왕장미아파트', 305100322], [127.11700898, 35.79404556, '삼천흥건1차아파트', 305100354], [127.11766906, 35.79268095, '한솔재활요양병원', 305100339], [127.11795448, 35.79232349, '한솔재활요양병원', 305100337], [127.12222405, 35.79336774, '평화동신아파트', 305100346], [127.12253462, 35.79306214, '평화동신아파트', 305100344], [127.12415305, 35.79380545, '양지중학교', 305100351]]",11,(장교리-305100296)-1대(삼천흥건1차아파트-305100356)-9대(삼천대왕장미아파트-305100322)-3대(삼천흥건1차아파트-305100354)-9대(한솔재활요양병원-305100339)-2대(한솔재활요양병원-305100337)-2대(평화동신아파트-305100346)-2대,28
127.11,35.8,"[[127.1053963, 35.7985881, '효천초등학교', 305032500], [127.1060015, 35.7970393, '효천대방노블랜드', 305032497], [127.1060108, 35.799654, '효천우미린2차아파트', 305032501], [127.1062659, 35.7972926, '효천리버클래스아파트', 305032498], [127.1062751, 35.7999073, '효천우미린2차아파트', 305032502], [127.10781288, 35.8045452, '우전초교', 305100488], [127.10791283, 35.8041452, '우전초교', 305100485], [127.1100579, 35.79612532, '삼천주공6단지', 305100382], [127.11042711, 35.79612176, '삼천주공6단지', 305100381], [127.1108342, 35.79859981, '삼천호반리젠시빌', 305100412], [127.11104403, 35.79881381, '삼천호반리젠시빌', 305100422], [127.11441806, 35.79854192, '삼천신일강변아파트', 305100408], [127.11443671, 35.79877093, '삼천신일강변아파트', 305100421]]",13,(효천초등학교-305032500)-8대(효천대방노블랜드-305032497)-2대(효천우미린2차아파트-305032501)-8대(효천리버클래스아파트-305032498)-2대(우전초교-305100488)-22대(삼천주공6단지-305100382)-2대,44
127.08,35.79,"[[127.07809245, 35.79410851, '장동마을', 305100355], [127.07815096, 35.79428451, '장동마을', 305100357], [127.08131838, 35.79004903, '호동마을', 305132100], [127.08149515, 35.79006841, '호동마을', 305132101], [127.08213044, 35.79489938, '월선마을', 305100370], [127.08220153, 35.79476525, '월선마을', 305100368], [127.08284165, 35.79418865, '호동마을입구', 305132099], [127.0829366, 35.7926247, '육육걸즈', 305032378], [127.0829759, 35.7925302, '육육걸즈', 305032377]]",9,(장동마을-305100355)-6대(호동마을-305132100)-2대(호동마을-305132101)-2대,10
127.13,35.79,"[[127.12543154, 35.79369866, '양지중학교', 305100350], [127.1262537, 35.79492566, '삼천우성그린아파트', 305100372], [127.12963818, 35.78581599, '평화동도미소드림아파트', 305100302], [127.130503, 35.78842983, '평화삼성강남아파트', 305100315], [127.13073783, 35.78844676, '평화삼성강남아파트', 305100314], [127.13127818, 35.79083606, '주공4단지.꽃밭정이아파트', 305100330], [127.13145713, 35.78727976, '평화현대아파트입구', 305100311], [127.13177488, 35.79175305, '주공4단지.꽃밭정이아파트', 305100335], [127.13218022, 35.7944849, '평화코오롱아파트', 305100362], [127.13225296, 35.79356814, '평화코오롱아파트', 305100348], [127.13386055, 35.78571506, '평화그린2차아파트', 305100301], [127.13413445, 35.78558901, '평화그린2차아파트', 305100300]]",12,(평화동도미소드림아파트-305100302)-45대(평화삼성강남아파트-305100315)-50대(평화삼성강남아파트-305100314)-7대(주공4단지.꽃밭정이아파트-305100330)-9대(평화그린2차아파트-305100301)-2대(평화그린2차아파트-305100300)-2대,115
127.1,35.79,"[[127.10455327, 35.78653669, '해성중고', 305100308], [127.1047217, 35.78632728, '해성중고', 305100304]]",2,(해성중고-305100308)-4대,4
127.1,35.78,"[[127.1038062, 35.78295686, '정동마을', 305100290], [127.10393777, 35.78315647, '정동마을', 305100291]]",2,(정동마을-305100290)-4대,4
127.11,35.79,"[[127.10530265, 35.79029564, '신성양노원', 305100324], [127.10549663, 35.79027947, '신성양노원', 305100323], [127.10642417, 35.79272062, '용산리', 305100340], [127.10647859, 35.79290885, '용산리', 305100342], [127.106636, 35.794048, '농협공판장교차로', 305032496], [127.1069705, 35.7935442, '농협공판장교차로', 305032495], [127.108403, 35.7943477, '함대루.농협공판장', 305032527], [127.1085865, 35.7930274, '농협공판장', 305032674], [127.1105547, 35.7922449, '농협공판장', 305100343], [127.1108547, 35.7931159, '세내로농협공판장', 305032526], [127.11135077, 35.78552135, '삼천교', 305100299], [127.11211609, 35.79362485, '용흥초등학교', 305100349], [127.11226001, 35.7939262, '용흥초등학교', 305100352], [127.11251691, 35.78529694, '삼천교', 305100297], [127.11423809, 35.79261956, '삼천주공4.5단지', 305100338], [127.11495585, 35.79235161, '삼천주공4.5단지', 305100336]]",16,(신성양노원-305100324)-4대(신성양노원-305100323)-4대(농협공판장교차로-305032496)-3대(농협공판장교차로-305032495)-3대(삼천교-305100299)-1대(용흥초등학교-305100352)-1대(삼천교-305100297)-1대,17
127.09,35.78,[],0,,
127.08,35.8,"[[127.07642386, 35.80146549, '성예요양원', 305100455], [127.07647057, 35.80152554, '성예요양원', 305100458], [127.07863762, 35.799931, '안산마을', 305100436], [127.07866625, 35.79999923, '안산마을', 305100440], [127.0795712, 35.8016922, '삼천동종점', 305032325], [127.0796587, 35.8018819, '삼천동종점', 305032320], [127.08008306, 35.80119547, '안산마을', 312032092], [127.08025861, 35.80132299, '안산마을', 305132091], [127.08114331, 35.79867294, '신흥리', 305100413], [127.08117852, 35.79873672, '신흥리', 305100416], [127.0829305, 35.7982481, '신흥리', 312032090], [127.0830408, 35.7983161, '신흥리', 312032085]]",12,(성예요양원-305100455)-1대(성예요양원-305100458)-2대(삼천동종점-305032325)-10대(삼천동종점-305032320)-8대,21
127.11,35.83,"[[127.10574482, 35.82730591, '서부신시가지아이파크', 305100805], [127.10620049, 35.82747521, '서부신시가지아이파크', 305100809], [127.10831305, 35.82539224, '호반베르디움아파트', 305100778], [127.10836797, 35.8252457, '호반베르디움아파트', 305100769], [127.10994674, 35.8337847, '서신광진산업아파트', 305100916], [127.1110082, 35.83411478, '서신광진산업아파트', 305100920], [127.11198306, 35.83289774, '서신신일아파트', 305100891], [127.11231278, 35.83276897, '서신신일아파트', 305100889], [127.1135736, 35.8323177, '서신제일비사벌아파트', 305100885], [127.11370662, 35.83203405, '서신제일비사벌아파트', 305100878], [127.11496336, 35.82548646, '마전교.본병원', 305100779]]",11,(서부신시가지아이파크-305100805)-3대(서부신시가지아이파크-305100809)-3대(호반베르디움아파트-305100778)-4대(호반베르디움아파트-305100769)-2대(서신광진산업아파트-305100916)-9대(서신광진산업아파트-305100920)-8대,29
127.13,35.77,[],0,,
127.13,35.76,[],0,,
127.08,35.77,[],0,,
127.1,35.76,[],0,,
127.09,35.76,[],0,,
127.1,35.77,[],0,,
127.12,35.82,"[[127.11584018, 35.82375513, '하늘채아파트', 305100738], [127.11607978, 35.82461453, '현대에코르아파트', 305100759], [127.11609981, 35.81996786, '중화산2동주민센터', 305100709], [127.11622123, 35.8199958, '중화산2동주민센터', 305100710], [127.11795216, 35.82300677, '현대에코르아파트후문', 305100730], [127.11804018, 35.81934559, '한들초교', 305100668], [127.1180911, 35.8160768, '중산타운', 305100629], [127.11815648, 35.82327219, '현대에코르아파트후문', 305100732], [127.11834471, 35.81952348, '한들초교', 305100671], [127.11849828, 35.81580167, '중산타운', 305100626], [127.1224763, 35.8242611, '백제대로중산공원', 305100746], [127.12257289, 35.81981826, '화산체육관.전주시립도서관꽃심', 305100680], [127.12264333, 35.81698235, '근영여고', 305100642], [127.12313503, 35.82091815, '화산체육관.전주시립도서관꽃심', 305100697], [127.12326236, 35.81746507, '근영여고', 305100647]]",15,(하늘채아파트-305100738)-3대(현대에코르아파트-305100759)-2대(현대에코르아파트후문-305100730)-2대(현대에코르아파트후문-305100732)-2대(백제대로중산공원-305100746)-7대(화산체육관.전주시립도서관꽃심-305100697)-5대,21
127.14,35.79,"[[127.13504322, 35.7885224, '평화동신성마을', 305100318], [127.13532586, 35.78849548, '평화동신성마을', 305100316], [127.1356314, 35.79047373, '신성초교 평화보건지소', 305100325], [127.13617225, 35.79132522, '평화우체국 평화보건지소', 305100333], [127.1363076, 35.7931216, '평화코오롱아파트후문', 305032437]]",5,(평화동신성마을-305100316)-2대(평화코오롱아파트후문-305032437)-2대,4
127.13,35.78,"[[127.12989151, 35.78420796, '평화골드클래스.그린1차아파트', 305100292], [127.12998758, 35.78420517, '평화그린1차아파트', 305100293]]",2,(평화그린1차아파트-305100293)-54대,54
127.14,35.78,[],0,,
