건물명(상호명),건물위치,주택유형구분,세대수(객실수),건축연도
,전라북도 전주시 완산구 삼천동1가 742-13,"근린생활시설, 단독다가구주택",3,확인불가
,전라북도 전주시 완산구 삼천동1가 743-1,"단독주택,제1종근린생활시설",10,20121122
삼천동1가 746-11 단독주택 (김인화),전라북도 전주시 완산구 삼천동1가 746-11,근린생활시설,7,20140514
,전라북도 전주시 완산구 삼천동1가 746-13,다가구주택,3,20120917
,전라북도 전주시 완산구 삼천동1가 746-14,단독주택,16,20121022
,전라북도 전주시 완산구 삼천동1가 746-3,다가구주택,11,20120925
,전라북도 전주시 완산구 삼천동1가 749-10,다가구주택,18,20020105
,전라북도 전주시 완산구 삼천동1가 749-11,"단독주택(18가구), 제2종근린생활시설",18,20020322
,전라북도 전주시 완산구 삼천동1가 749-7,단독주택,10,20070607
,전라북도 전주시 완산구 삼천동1가 752-5,"단독주택, 제2종근린생활시설",10,20120206
,전라북도 전주시 완산구 삼천동1가 752-8,"단독주택,제1종근린생활시설",11,20141112
,전라북도 전주시 완산구 삼천동2가 123-1,단독주택,2,20070917
,전라북도 전주시 완산구 삼천동2가 207-1,단독주택,2,20151111
,전라북도 전주시 완산구 삼천동2가 37,"단독주택,사무소",2,20060609
,전라북도 전주시 완산구 삼천동2가 440-1,"단독주택,제2종근린생활시설",4,20031202
힐링빌,전라북도 전주시 완산구 삼천동2가 463-19,"단독주택,제1종근린생활시설",12,20150212
,전라북도 전주시 완산구 삼천동2가 480-9,단독주택,6,20040308
,전라북도 전주시 완산구 삼천동2가 502-25,단독주택,2,20131025
,전라북도 전주시 완산구 삼천동2가 535-5,"단독주택, 제1,2종근린생활시설",7,20150602
,전라북도 전주시 완산구 삼천동2가 557-2,"단독주택,제1종근린생활시설",6,20121128
,전라북도 전주시 완산구 삼천동2가 626-5,단독주택,3,19970220
,전라북도 전주시 완산구 삼천동2가 760-13,단독주택(다가구주택),5,20200417
최철성님주택,전라북도 전주시 완산구 삼천동2가 761-1,단독주택,2,20200826
,전라북도 전주시 완산구 삼천동2가 86-2,단독주택,2,20031124
,전라북도 전주시 완산구 삼천동3가 492-16,단독주택,4,20020103
,전라북도 전주시 완산구 삼천동3가 495-7,단독주택,2,20060808
,전라북도 전주시 완산구 삼천동3가 603-3,다가구주택,3,19970908
,전라북도 전주시 완산구 삼천동3가 634-3,다세대주택(2세대),2,19921201
,전라북도 전주시 완산구 서노송동 660-49,단독주택,19,20111101
,전라북도 전주시 완산구 서노송동 661-14,단독주택,9,20120705
,전라북도 전주시 완산구 서노송동 661-24,"단독주택,제2종근린생활시설",3,19930524
,전라북도 전주시 완산구 서노송동 666-30,단독주택,11,20120514
,전라북도 전주시 완산구 서노송동 677-12,단독주택,15,20050927
,전라북도 전주시 완산구 서노송동 689-17,"주택, 근린생활시설",1,19780704
,전라북도 전주시 완산구 서노송동 690-45,"1종근생(소매점), 주택(3가구)",3,19950707
,전라북도 전주시 완산구 서노송동 690-53,"근린생활시설, 주택",3,19950619
,전라북도 전주시 완산구 서노송동 691-51,단독주택(다가구주택),19,20020625
,전라북도 전주시 완산구 서노송동 706-15,단독주택,3,20120622
,전라북도 전주시 완산구 서노송동 710-150,"단독주택(다가구주택,17가구)",17,20030415
,전라북도 전주시 완산구 서노송동 710-160,단독주택,12,20040115
,전라북도 전주시 완산구 서노송동 710-255,"단독주택(다가구주택,17가구)",17,20030415
,전라북도 전주시 완산구 서노송동 710-5,단독주택(2가구),2,19920407
,전라북도 전주시 완산구 서노송동 736-11,단독주택(3가구),3,19971013
,전라북도 전주시 완산구 서노송동 737-8,단독주택,14,20100729
,전라북도 전주시 완산구 서노송동 740-11,"다가구주택, 제2종근린생활시설",6,20170523
,전라북도 전주시 완산구 서노송동 740-88,단독주택(다가구주택),2,20020812
,전라북도 전주시 완산구 서서학동 12-2,"근린생활시설, 주택",3,19930713
,전라북도 전주시 완산구 서서학동 145-2,단독주택,12,20141015
,전라북도 전주시 완산구 서서학동 150-3,단독주택,2,20120703
,전라북도 전주시 완산구 서서학동 153-4,단독주택,8,20130115
,전라북도 전주시 완산구 서서학동 179-4,단독주택,2,20070626
,전라북도 전주시 완산구 서서학동 189-13,주택(2세대),2,19940513
,전라북도 전주시 완산구 서서학동 240,단독주택,2,20040924
,전라북도 전주시 완산구 서서학동 247,단독주택,2,20040303
,전라북도 전주시 완산구 서서학동 257-1,단독주택,9,20070124
,전라북도 전주시 완산구 서서학동 257-5,다가구,15,20080225
,전라북도 전주시 완산구 서서학동 267,단독주택,18,20061117
,전라북도 전주시 완산구 서서학동 267-4,단독주택,13,20071224
,전라북도 전주시 완산구 서서학동 268-1,단독주택,15,20071010
,전라북도 전주시 완산구 서서학동 268-11,다가구주택,15,20071129
,전라북도 전주시 완산구 서서학동 268-9,다가구주택,18,20071224
,전라북도 전주시 완산구 서서학동 272,"단독주택,제2종근린생활시설",11,20120626
,전라북도 전주시 완산구 서서학동 280-11,단독주택(2가구),2,19920213
,전라북도 전주시 완산구 서서학동 370-34,다가구주택,2,20171025
,전라북도 전주시 완산구 서서학동 371-16,단독주택,7,20100810
,전라북도 전주시 완산구 서서학동 5-1,다가구주택,19,20020430
,전라북도 전주시 완산구 서서학동 58,다가구주택(2가구),2,19931204
,전라북도 전주시 완산구 서서학동 78-4,단독주택(3가구),3,19930519
김봉임주택,전라북도 전주시 완산구 서서학동 79,단독주택,2,20041204
,전라북도 전주시 완산구 서서학동 955-83,"주택(다세대), 근린생활시설",3,19900920
,전라북도 전주시 완산구 서서학동 968-2,단독주택(다가구주택),15,20181122
,전라북도 전주시 완산구 서서학동 969-4,다가구주택,4,19900730
,전라북도 전주시 완산구 서서학동 970-3,단독주택,8,20150810
,전라북도 전주시 완산구 서서학동 971-21,"단독주택(다가구주택),제2종근린생활시설",11,20191203
,전라북도 전주시 완산구 서서학동 975-7,다가구주택(9가구),9,20181108
,전라북도 전주시 완산구 서서학동 976-5,다가구주택(6가구),6,20181108
"(스완빌)B,C동",전라북도 전주시 완산구 서서학동 988-13,다가구주택,18,20200720
(스완빌)A동,전라북도 전주시 완산구 서서학동 988-7,다가구주택,9,20200720
,전라북도 전주시 완산구 서서학동 99-1,단독주택(3가구),3,19930928
,전라북도 전주시 완산구 서서학동 991-12,단독주택,9,20120731
,전라북도 전주시 완산구 서서학동 991-2,단독주택,9,20120731
,전라북도 전주시 완산구 서서학동 991-3,단독주택,9,20120807
,전라북도 전주시 완산구 서신동 1004-1,"단독주택,제2종근린생활시설",2,20140904
,전라북도 전주시 완산구 서신동 1004-3,다가구주택,7,20170613
,전라북도 전주시 완산구 서신동 1004-4,단독주택,10,20100127
,전라북도 전주시 완산구 서신동 1004-5,단독주택,11,20060901
,전라북도 전주시 완산구 서신동 1004-6,다가구주택,8,20110926
,전라북도 전주시 완산구 서신동 1004-7,단독주택,8,20110524
,전라북도 전주시 완산구 서신동 1005-3,다가구주택,11,20110708
,전라북도 전주시 완산구 서신동 1005-4,"단독주택,제2종근린생활시설",4,20071012
,전라북도 전주시 완산구 서신동 1005-5,"근린생활시설, 단독주택",0,20020304
,전라북도 전주시 완산구 서신동 1006-1,단독주택,2,20020918
,전라북도 전주시 완산구 서신동 1006-2,단독주택,2,20040205
,전라북도 전주시 완산구 서신동 1006-3,단독주택,11,20080229
,전라북도 전주시 완산구 서신동 1006-4,"단독주택&제1종근,생",6,20130729
,전라북도 전주시 완산구 서신동 1006-5,"단독주택,제2종근린생활시설",6,20120614
,전라북도 전주시 완산구 서신동 1007-10,단독주택및제1종 근린생활시설,7,20071105
,전라북도 전주시 완산구 서신동 1007-2,단독주택,2,20040428
,전라북도 전주시 완산구 서신동 1007-3,단독주택,11,20060907
,전라북도 전주시 완산구 서신동 1007-4,단독주택,11,20060628
,전라북도 전주시 완산구 서신동 1007-5,단독주택 및 제2종근린생활시설,7,20160405
,전라북도 전주시 완산구 서신동 1007-7,"근린생활시설, 단독주택",3,20031013
,전라북도 전주시 완산구 서신동 1007-8,단독주택,11,20070226
,전라북도 전주시 완산구 서신동 1007-9,단독주택,9,20110708
,전라북도 전주시 완산구 서신동 1008-1,"단독주택,소매점",6,20060504
,전라북도 전주시 완산구 서신동 1008-2,단독주택,8,20080911
,전라북도 전주시 완산구 서신동 1008-5,단독주택,9,20020103
,전라북도 전주시 완산구 서신동 1008-6,단독주택(다가구),12,20020805
,전라북도 전주시 완산구 서신동 1009-1,단독주택,6,20050718
,전라북도 전주시 완산구 서신동 1009-2,단독주택,4,20040508
,전라북도 전주시 완산구 서신동 1009-3,단독주택,3,20041020
,전라북도 전주시 완산구 서신동 1009-6,단독주택,11,20060525
,전라북도 전주시 완산구 서신동 1010-1,단독주택,5,20040615
,전라북도 전주시 완산구 서신동 1010-10,단독주택,11,20070504
,전라북도 전주시 완산구 서신동 1010-2,"단독주택,1종근린생활시설",6,20031024
,전라북도 전주시 완산구 서신동 1010-3,단독주택,11,20060417
,전라북도 전주시 완산구 서신동 1010-5,다가구주택 및 제1종근린생활시설(소매점),7,20040728
,전라북도 전주시 완산구 서신동 1010-6,단독주택,10,20091104
,전라북도 전주시 완산구 서신동 1010-7,단독주택,10,20100331
,전라북도 전주시 완산구 서신동 1010-8,단독주택,8,20060117
,전라북도 전주시 완산구 서신동 1010-9,단독주택,10,20080414
,전라북도 전주시 완산구 서신동 1011-1,단독주택(다가구주택),10,20061020
,전라북도 전주시 완산구 서신동 1011-10,단독주택,8,20040423
,전라북도 전주시 완산구 서신동 1011-2,단독주택,11,20081104
,전라북도 전주시 완산구 서신동 1011-6,단독주택(제1종근린생활시설),4,20061123
,전라북도 전주시 완산구 서신동 1011-7,"근린생활시설, 단독주택",6,20030919
,전라북도 전주시 완산구 서신동 1011-8,단독주택(다가구),12,20020710
,전라북도 전주시 완산구 서신동 1011-9,단독주택,15,20021231
,전라북도 전주시 완산구 서신동 1012-1,"단독주택,제1종근린생활시설",8,20121114
,전라북도 전주시 완산구 서신동 1012-2,"단독주택, 제2종근린생활시설",8,20120316
,전라북도 전주시 완산구 서신동 1012-3,"단독주택, 제2종근린생활시설",8,20160323
,전라북도 전주시 완산구 서신동 1012-4,단독주택,10,20100527
,전라북도 전주시 완산구 서신동 1012-5,"제2종근린생활시설, 단독주택",9,20020820
,전라북도 전주시 완산구 서신동 1012-6,단독주택,10,20080630
,전라북도 전주시 완산구 서신동 1012-7,"단독주택,제2종근린생활시설",11,20110302
,전라북도 전주시 완산구 서신동 1012-8,"단독주택,제1종근린생활시설",9,20120718
,전라북도 전주시 완산구 서신동 1013-1,단독주택,4,20040923
,전라북도 전주시 완산구 서신동 1013-15,단독주택,11,20061027
모던빌리지,전라북도 전주시 완산구 서신동 1013-16,단독주택,12,20041021
,전라북도 전주시 완산구 서신동 1013-17,단독주택,11,20041021
,전라북도 전주시 완산구 서신동 1013-18,단독주택,9,20081007
,전라북도 전주시 완산구 서신동 1013-4,단독주택,11,20060913
,전라북도 전주시 완산구 서신동 1013-5,단독주택,9,20080414
,전라북도 전주시 완산구 서신동 1013-6,단독주택,11,20060905
,전라북도 전주시 완산구 서신동 1013-7,"단독주택,사무소",5,20060915
,전라북도 전주시 완산구 서신동 1013-8,단독주택,15,20180330
,전라북도 전주시 완산구 서신동 1014-1,단독주택,2,20060110
,전라북도 전주시 완산구 서신동 1014-10,단독주택,18,20030102
,전라북도 전주시 완산구 서신동 1014-11,단독주택,9,20151223
,전라북도 전주시 완산구 서신동 1014-12,단독주택,8,20040304
,전라북도 전주시 완산구 서신동 1014-13,단독주택,12,20030128
,전라북도 전주시 완산구 서신동 1014-14,단독주택,12,20030118
,전라북도 전주시 완산구 서신동 1014-4,"단독주택,근린생활시설",12,20060508
,전라북도 전주시 완산구 서신동 1014-5,단독주택,14,20050811
,전라북도 전주시 완산구 서신동 1014-6,단독주택,6,20041207
,전라북도 전주시 완산구 서신동 1014-7,단독주택,7,20051019
,전라북도 전주시 완산구 서신동 1014-8,단독주택,10,20061208
,전라북도 전주시 완산구 서신동 1014-9,"단독주택,근린생활시설",5,20060703
,전라북도 전주시 완산구 서신동 1015-1,"단독주택,제1,2종 근린생활시설",8,20031023
,전라북도 전주시 완산구 서신동 1015-11,단독주택,8,20040705
,전라북도 전주시 완산구 서신동 1015-12,단독주택,10,20070511
,전라북도 전주시 완산구 서신동 1015-2,단독주택,8,20081226
,전라북도 전주시 완산구 서신동 1015-3,"단독주택,제1종근린생활시설",5,20120704
,전라북도 전주시 완산구 서신동 1015-4,"단독주택,제1종근린생활시설",5,20121105
,전라북도 전주시 완산구 서신동 1015-6,단독주택,5,20050912
,전라북도 전주시 완산구 서신동 1015-7,단독주택,6,20050929
,전라북도 전주시 완산구 서신동 1015-8,단독주택(다가구),10,20070406
,전라북도 전주시 완산구 서신동 1015-9,단독주택,6,20060421
,전라북도 전주시 완산구 서신동 1016-1,단독주택,11,20071004
,전라북도 전주시 완산구 서신동 1016-10,"단독주택, 제2종근린생활시설",12,20020814
,전라북도 전주시 완산구 서신동 1016-2,"근린생활시설, 단독주택",0,20031008
,전라북도 전주시 완산구 서신동 1016-3,단독주택,6,20040608
,전라북도 전주시 완산구 서신동 1016-4,"단독주택, 근린생활시설",6,20030607
,전라북도 전주시 완산구 서신동 1016-5,단독주택,9,20101231
,전라북도 전주시 완산구 서신동 1016-6,단독주택,7,20080228
,전라북도 전주시 완산구 서신동 1016-7,"다가구주택,제2종근린생활시설",7,20080131
,전라북도 전주시 완산구 서신동 1016-8,"단독주택,소매점",8,20070517
,전라북도 전주시 완산구 서신동 1016-9,"단독주택, 근린생활시설",6,20030906
근생및주택,전라북도 전주시 완산구 서신동 1017-1,단독주택,10,20041229
,전라북도 전주시 완산구 서신동 1017-10,"단독주택,일반음식점",7,20060526
,전라북도 전주시 완산구 서신동 1017-2,단독주택,6,20040609
,전라북도 전주시 완산구 서신동 1017-4,단독주택,10,20060518
,전라북도 전주시 완산구 서신동 1017-5,단독주택,7,20050915
,전라북도 전주시 완산구 서신동 1017-6,단독주택,10,20090629
,전라북도 전주시 완산구 서신동 1017-7,단독주택,4,20050317
,전라북도 전주시 완산구 서신동 1017-8,단독주택,10,20060925
,전라북도 전주시 완산구 서신동 1017-9,단독주택,10,20060817
,전라북도 전주시 완산구 서신동 13-1,단독주택,10,20100831
,전라북도 전주시 완산구 서신동 16-15,다가구주택,8,20180608
,전라북도 전주시 완산구 서신동 170-6,단독주택,9,20040507
,전라북도 전주시 완산구 서신동 18-1,제1종근린생활시설 및 다가구주택,8,20180207
,전라북도 전주시 완산구 서신동 18-18,단독주택,4,20161013
,전라북도 전주시 완산구 서신동 199-5,다가구주택,6,20020923
,전라북도 전주시 완산구 서신동 210-17,다가구주택,15,20020614
,전라북도 전주시 완산구 서신동 217-25,"근린생활시설, 주택(2가구)",2,19950314
,전라북도 전주시 완산구 서신동 233-116,단독주택,14,20040702
유봉영건물,전라북도 전주시 완산구 서신동 233-12,단독주택,14,20040612
,전라북도 전주시 완산구 서신동 233-24,"단독주택, 제1종근린생활시설",3,20021024
,전라북도 전주시 완산구 서신동 233-31,"근린생활시설, 단독주택",3,19971029
,전라북도 전주시 완산구 서신동 233-51,"점포, 다세대주택, 변소",3,19901115
,전라북도 전주시 완산구 서신동 233-70,"주택, 변소, 창고",2,19820128
,전라북도 전주시 완산구 서신동 235-11,단독주택,3,19930726
배상섭건물,전라북도 전주시 완산구 서신동 237,단독주택,14,20040702
김순호씨 근생,전라북도 전주시 완산구 서신동 237-7,단독주택,24,20040611
,전라북도 전주시 완산구 서신동 245-13,"단독주택,제1종근린생활시설",11,20140825
,전라북도 전주시 완산구 서신동 245-14,단독주택,11,20140829
,전라북도 전주시 완산구 서신동 245-48,"단독주택,제2종근린생활시설",10,20140903
,전라북도 전주시 완산구 서신동 248,"단독주택(다가구), 제1종근린생활시설",14,20020531
,전라북도 전주시 완산구 서신동 248-14,단독주택(다가구),18,20020531
,전라북도 전주시 완산구 서신동 248-19,단독주택(다가구),16,20020531
,전라북도 전주시 완산구 서신동 248-20,단독주택(다가구),0,20020531
,전라북도 전주시 완산구 서신동 248-21,단독주택(다가구),18,20020531
,전라북도 전주시 완산구 서신동 254-3,"제1,2종근린생활시설,단독주택(다가구주택)",6,20180830
,전라북도 전주시 완산구 서신동 256-2,단독주택,7,20110523
,전라북도 전주시 완산구 서신동 271-5,"주택, 다세대주택(2세대), 변소, 창고",3,19840504
,전라북도 전주시 완산구 서신동 276,"대피소, 다세대주택",8,19901025
,전라북도 전주시 완산구 서신동 277,단독주택(다가구주택),11,20070117
,전라북도 전주시 완산구 서신동 278-1,"단독주택,제1종근린생활시설",10,20141111
,전라북도 전주시 완산구 서신동 279,"단독주택,제2종근린생활시설",4,20170721
,전라북도 전주시 완산구 서신동 281-103,다가구,10,20120903
,전라북도 전주시 완산구 서신동 281-190,"단독주택, 제1종근린생활시설",8,20160912
경성주택,전라북도 전주시 완산구 서신동 287-2,단독주택(다가구8),8,20060308
,전라북도 전주시 완산구 서신동 292-35,"제1종근린생활시설, 다가구주택, 제2종근린생활시설",9,19830120
,전라북도 전주시 완산구 서신동 295-12,"단독주택,제1종근린생활시설",15,20151130
,전라북도 전주시 완산구 서신동 295-26,"다세대주택, 점포, 화장실",4,19900728
,전라북도 전주시 완산구 서신동 295-36,"단독주택,제2종근린생활시설",5,20131122
,전라북도 전주시 완산구 서신동 295-39,단독주택,6,20150430
,전라북도 전주시 완산구 서신동 295-46,"주택, 화장실및창고",1,19870603
,전라북도 전주시 완산구 서신동 295-48,주택(3가구),3,19940902
,전라북도 전주시 완산구 서신동 295-57,주택,1,19831109
,전라북도 전주시 완산구 서신동 295-59,다가구주택8가구,8,20120229
,전라북도 전주시 완산구 서신동 295-60,단독주택,10,20111121
,전라북도 전주시 완산구 서신동 295-84,단독주택,7,20120116
,전라북도 전주시 완산구 서신동 40-93,"주택, 다세대주택, 변소, 창고",1,19851015
,전라북도 전주시 완산구 서신동 6-1,"제1종근린생활시설, 단독주택(2가구)",2,20000703
,전라북도 전주시 완산구 서신동 776-1,"제1종근린생활시설, 단독주택",3,19980319
,전라북도 전주시 완산구 서신동 777,다가구주택,7,20010102
,전라북도 전주시 완산구 서신동 778-10,단독주택,12,20031205
,전라북도 전주시 완산구 서신동 778-2,단독주택,10,20040110
,전라북도 전주시 완산구 서신동 778-3,단독주택,3,20040720
,전라북도 전주시 완산구 서신동 778-4,단독주택,7,19990827
,전라북도 전주시 완산구 서신동 778-6,"근린생활시설, 단독주택",5,19950208
,전라북도 전주시 완산구 서신동 778-8,"근린생활시설, 주택",3,19970410
,전라북도 전주시 완산구 서신동 778-9,단독주택,12,20031205
,전라북도 전주시 완산구 서신동 779-10,"근린생활시설, 다가구주택",3,19970806
,전라북도 전주시 완산구 서신동 779-11,주택,0,19961227
,전라북도 전주시 완산구 서신동 779-4,주택,7,19971022
,전라북도 전주시 완산구 서신동 779-5,"근린생활시설, 주택",3,19961227
,전라북도 전주시 완산구 서신동 779-6,"근린생활시설, 주택",4,19960713
,전라북도 전주시 완산구 서신동 779-7,"근린생활시설, 주택",3,19950818
,전라북도 전주시 완산구 서신동 779-8,단독주택,6,19970719
,전라북도 전주시 완산구 서신동 779-9,단독주택,15,20020624
,전라북도 전주시 완산구 서신동 782,"근린생활시설, 다가구주택",3,19950418
,전라북도 전주시 완산구 서신동 782-3,"근린생활시설, 다가구주택",4,19980730
,전라북도 전주시 완산구 서신동 782-4,"근린생활시설, 단독주택(4)",3,19950626
,전라북도 전주시 완산구 서신동 786,"근린생활시설, 단독주택",0,19950629
,전라북도 전주시 완산구 서신동 786-2,"근린생활시설, 주택",4,19970613
,전라북도 전주시 완산구 서신동 786-3,"근린생활시설, 주택",3,19970602
,전라북도 전주시 완산구 서신동 786-4,"근린생활시설, 주택",4,19971021
,전라북도 전주시 완산구 서신동 786-5,"단독주택,제2종근린생활시설",8,20040729
,전라북도 전주시 완산구 서신동 786-6,단독주택,10,20041104
,전라북도 전주시 완산구 서신동 790,"근린생활시설, 다가구용 단독주택",3,19970630
,전라북도 전주시 완산구 서신동 790-2,단독주택(다가구),10,20020802
,전라북도 전주시 완산구 서신동 790-4,단독주택(10가구),10,20020429
,전라북도 전주시 완산구 서신동 790-5,다가구주택,12,20020617
,전라북도 전주시 완산구 서신동 791-1,주택,1,19980320
,전라북도 전주시 완산구 서신동 791-2,"단독주택,제1종근린생활시설",9,20130510
,전라북도 전주시 완산구 서신동 791-4,"단독주택, 제1종근린생활시설",15,20021001
,전라북도 전주시 완산구 서신동 793,"단독주택, 근린생활시설",10,20030903
,전라북도 전주시 완산구 서신동 793-1,"근린생활시설, 다가구주택",3,19960516
,전라북도 전주시 완산구 서신동 793-2,단독주택(다가구),6,20020323
,전라북도 전주시 완산구 서신동 793-3,다가구주택 및 제2종근린생활시설,11,20101129
,전라북도 전주시 완산구 서신동 793-4,다가구주택,12,20020524
,전라북도 전주시 완산구 서신동 793-5,단독주택(다가구주택),0,19990630
,전라북도 전주시 완산구 서신동 793-6,단독주택,12,20010829
,전라북도 전주시 완산구 서신동 793-7,단독주택,15,20020624
,전라북도 전주시 완산구 서신동 798,"근린생활시설, 주택(6가구)",6,19950531
,전라북도 전주시 완산구 서신동 798-14,"근린생활시설, 단독주택(4가구)",4,19960924
,전라북도 전주시 완산구 서신동 798-19,단독주택,3,19951213
,전라북도 전주시 완산구 서신동 798-9,단독주택,9,20090908
,전라북도 전주시 완산구 서신동 799-12,"단독주택, 근린생활시설",0,19971226
,전라북도 전주시 완산구 서신동 799-13,"제2종근린생활시설, 주택",0,19960910
,전라북도 전주시 완산구 서신동 799-2,"제2종근린생활시설, 단독주택",3,19961100
,전라북도 전주시 완산구 서신동 799-7,"근린생활시설, 단독주택",5,19951201
,전라북도 전주시 완산구 서신동 799-9,"제2종근린생활시설, 주택(3가구)",3,19951124
,전라북도 전주시 완산구 서신동 800-10,다가구주택,4,19970110
,전라북도 전주시 완산구 서신동 800-17,"제1종근린생활시설, 주택",3,19960827
,전라북도 전주시 완산구 서신동 800-3,"근린생활시설, 주택",3,19970429
,전라북도 전주시 완산구 서신동 800-4,"근린생활시설, 단독주택(3가구)",3,19970401
,전라북도 전주시 완산구 서신동 800-6,단독주택,8,20110901
,전라북도 전주시 완산구 서신동 800-8,단독(다가구)주택및근생시설,9,20110621
,전라북도 전주시 완산구 서신동 801-11,단독주택,9,20090625
,전라북도 전주시 완산구 서신동 801-12,"근린생활시설, 단독주택",4,20030401
,전라북도 전주시 완산구 서신동 801-14,단독주택,9,20100514
,전라북도 전주시 완산구 서신동 801-15,단독주택,9,20100514
,전라북도 전주시 완산구 서신동 801-16,단독주택,9,20091201
,전라북도 전주시 완산구 서신동 801-18,"근린생활시설, 주택",3,19970429
,전라북도 전주시 완산구 서신동 801-19,"근린생활시설, 다가구주택",3,확인불가
,전라북도 전주시 완산구 서신동 801-4,"근린생활시설, 주택(2가구)",3,19960307
,전라북도 전주시 완산구 서신동 801-5,"근린생활시설, 주택",3,19960415
,전라북도 전주시 완산구 서신동 801-9,다가구주택및 근린생활시설,6,20011018
,전라북도 전주시 완산구 서신동 802-11,"근린생활시설, 단독주택(4가구)",4,19960507
,전라북도 전주시 완산구 서신동 802-13,"근린생활시설, 주택",4,19970125
,전라북도 전주시 완산구 서신동 802-18,"근린생활시설, 단독주택",4,19961220
,전라북도 전주시 완산구 서신동 802-9,"근린생활시설, 주택",3,19980807
,전라북도 전주시 완산구 서신동 806,단독주택,4,20050204
,전라북도 전주시 완산구 서신동 806-1,"제1종근린생활시설, 단독주택",6,20020802
,전라북도 전주시 완산구 서신동 806-12,"근린생활시설, 다가구주택",3,19980620
,전라북도 전주시 완산구 서신동 806-3,다세대주택(15가구),15,20011018
,전라북도 전주시 완산구 서신동 808,"근린생활시설, 주택",3,19971010
,전라북도 전주시 완산구 서신동 808-10,다가구주택,10,20080128
,전라북도 전주시 완산구 서신동 808-11,단독주택,9,20060124
,전라북도 전주시 완산구 서신동 808-12,단독주택,18,20080205
,전라북도 전주시 완산구 서신동 808-2,다가구주택,19,20021018
,전라북도 전주시 완산구 서신동 808-4,단독주택(다가구),0,20020911
,전라북도 전주시 완산구 서신동 808-5,제2종근린생활시설,9,20071126
,전라북도 전주시 완산구 서신동 808-9,"근린생활시설, 단독주택",10,20030513
,전라북도 전주시 완산구 서신동 809,"단독주택, 근린생활시설",3,19971210
,전라북도 전주시 완산구 서신동 809-1,"다가구주택, 제2종근린생활시설",9,20020810
,전라북도 전주시 완산구 서신동 809-11,단독주택,12,20040726
,전라북도 전주시 완산구 서신동 809-16,단독주택(다가구주택),6,19970625
,전라북도 전주시 완산구 서신동 809-2,단독주택,2,20080625
,전라북도 전주시 완산구 서신동 809-3,"근린생활시설, 주택",3,19981024
,전라북도 전주시 완산구 서신동 809-5,"근린생활시설, 주택(3가구)",3,19970623
,전라북도 전주시 완산구 서신동 809-7,단독주택,18,20011217
,전라북도 전주시 완산구 서신동 809-9,"단독주택, 근린생활시설",3,19980220
,전라북도 전주시 완산구 서신동 810-10,다가구주택,11,20011221
,전라북도 전주시 완산구 서신동 810-11,"단독주택, 근린생활시설",8,20021011
,전라북도 전주시 완산구 서신동 810-12,단독주택(5),5,19981219
,전라북도 전주시 완산구 서신동 810-13,단독주택,7,20100511
,전라북도 전주시 완산구 서신동 810-15,단독주택,2,20050422
,전라북도 전주시 완산구 서신동 810-3,단독주택(다가구),8,19970925
,전라북도 전주시 완산구 서신동 810-5,"종교집회장, 다가구주택",4,19971015
,전라북도 전주시 완산구 서신동 810-9,"근린생활시설, 다가구주택",3,19960628
,전라북도 전주시 완산구 서신동 811,"제1종근린생활시설, 주택(3가구)",3,19950901
,전라북도 전주시 완산구 서신동 811-1,"단독주택, 제2종근린생활시설",9,20020902
,전라북도 전주시 완산구 서신동 811-4,다가구주택,15,20011120
,전라북도 전주시 완산구 서신동 811-5,단독주택(다가구주택),10,20060901
,전라북도 전주시 완산구 서신동 811-6,단독주택,15,20010619
,전라북도 전주시 완산구 서신동 811-8,단독주택,2,20121207
,전라북도 전주시 완산구 서신동 811-9,"단독주택(8가구), 1종근린생활시설",8,20000426
,전라북도 전주시 완산구 서신동 816-14,"근린생활시설, 다가구주택(3가구)",3,19961107
,전라북도 전주시 완산구 서신동 816-3,"단독주택, 근린생활시설",5,20030623
,전라북도 전주시 완산구 서신동 816-4,단독주택(다가구),12,20011107
,전라북도 전주시 완산구 서신동 816-5,"단독주택(4가구), 근린생활시설",4,19960117
,전라북도 전주시 완산구 서신동 816-7,"다가구주택, 근린생활시설",4,19970909
,전라북도 전주시 완산구 서신동 816-8,"제2종근린생활시설, 단독주택",4,20020722
,전라북도 전주시 완산구 서신동 817-1,"근린생활시설, 주택",4,19971009
,전라북도 전주시 완산구 서신동 817-12,"근린생활시설, 주택",5,19961024
,전라북도 전주시 완산구 서신동 817-14,"근린생활시설 , 단독다가구주택",4,19961127
,전라북도 전주시 완산구 서신동 817-3,"근린생활시설, 단독주택",3,19960722
장정순씨 신축공사,전라북도 전주시 완산구 서신동 817-7,단독주택,4,20041210
,전라북도 전주시 완산구 서신동 817-9,"근린생활시설, 주택",3,19980227
,전라북도 전주시 완산구 서신동 818,"단독주택,제1종근린생활시설",3,20110222
,전라북도 전주시 완산구 서신동 818-1,"근린생활시설, 주택",5,19960726
,전라북도 전주시 완산구 서신동 818-10,"단독주택,사무소, 학원",3,20031110
,전라북도 전주시 완산구 서신동 818-11,"근린생활시설, 주택",3,19960810
,전라북도 전주시 완산구 서신동 818-13,"단독주택, 근린생활시설",5,19970206
,전라북도 전주시 완산구 서신동 818-14,"근린생활시설, 단독주택",4,19970601
,전라북도 전주시 완산구 서신동 818-3,단독주택,8,20070705
