건물명(상호명),건물위치,주택유형구분,세대수(객실수),건축연도
,전라북도 전주시 완산구 효자동3가 1661-12,단독주택,10,20160129
,전라북도 전주시 완산구 효자동3가 1661-2,단독주택,10,20100528
,전라북도 전주시 완산구 효자동3가 1661-3,"단독주택,제1종근린생활시설",6,20120330
,전라북도 전주시 완산구 효자동3가 1661-4,단독주택,11,20090806
,전라북도 전주시 완산구 효자동3가 1661-5,"단독주택,제1종근린생활시설",9,20141127
,전라북도 전주시 완산구 효자동3가 1661-6,단독주택,11,20091125
,전라북도 전주시 완산구 효자동3가 1661-7,단독(다가구)주택및근생시설,5,20110519
효자동3가 1661-8 단독주택,전라북도 전주시 완산구 효자동3가 1661-8,"단독주택,제1종근린생활시설",10,20101029
,전라북도 전주시 완산구 효자동3가 1661-9,다가구주택,11,20110613
,전라북도 전주시 완산구 효자동3가 1662-1,"단독주택,제1종근린생활시설",10,20150203
,전라북도 전주시 완산구 효자동3가 1662-11,단독주택,11,20090827
,전라북도 전주시 완산구 효자동3가 1662-12,단독주택,9,20090306
,전라북도 전주시 완산구 효자동3가 1662-2,"단독주택,제1종근린생활시설",8,20121108
,전라북도 전주시 완산구 효자동3가 1662-3,다가구주택 및 제1종근린생활시설,11,20180124
,전라북도 전주시 완산구 효자동3가 1662-4,"단독주택,제1종근린생활시설",7,20120626
,전라북도 전주시 완산구 효자동3가 1662-5,"단독주택,제1종근린생활시설",8,20121224
효자동3가 1662-6 단독주택 (김동호),전라북도 전주시 완산구 효자동3가 1662-6,다가구주택+1종근생,9,20101015
,전라북도 전주시 완산구 효자동3가 1662-7,단독주택,10,20101007
,전라북도 전주시 완산구 효자동3가 1662-8,단독주택,10,20100708
,전라북도 전주시 완산구 효자동3가 1662-9,단독주택,5,20130705
,전라북도 전주시 완산구 효자동3가 1663-1,단독주택,9,20110607
효빌라,전라북도 전주시 완산구 효자동3가 1663-13,"단독주택,제1종근린생활시설",8,20140120
,전라북도 전주시 완산구 효자동3가 1663-14,다가구주택,3,20200605
,전라북도 전주시 완산구 효자동3가 1663-15,"단독주택,제1종근린생활시설",5,20121012
,전라북도 전주시 완산구 효자동3가 1663-16,단독주택,10,20110104
,전라북도 전주시 완산구 효자동3가 1663-17,단독주택,9,20160309
,전라북도 전주시 완산구 효자동3가 1663-18,단독주택,8,20121224
,전라북도 전주시 완산구 효자동3가 1663-19,"단독주택,제1종근린생활시설",6,20120807
,전라북도 전주시 완산구 효자동3가 1663-2,단독주택,5,20100817
,전라북도 전주시 완산구 효자동3가 1663-20,"다가구주택, 제1종근생(소매점)",11,20170912
,전라북도 전주시 완산구 효자동3가 1663-3,"단독주택,제1종근린생활시설",9,20120816
,전라북도 전주시 완산구 효자동3가 1663-4,"단독주택,제1종근린생활시설",10,20110223
,전라북도 전주시 완산구 효자동3가 1663-5,다가구주택,10,20111213
,전라북도 전주시 완산구 효자동3가 1663-6,단독주택,8,20121228
,전라북도 전주시 완산구 효자동3가 1663-7,단독주택,10,20110104
,전라북도 전주시 완산구 효자동3가 1663-8,"단독주택,제1종근린생활시설",5,20131108
,전라북도 전주시 완산구 효자동3가 1663-9,"단독주택,제1종근린생활시설",5,20120430
,전라북도 전주시 완산구 효자동3가 1664-1,단독주택,11,20151029
,전라북도 전주시 완산구 효자동3가 1664-11,단독주택,10,20110307
,전라북도 전주시 완산구 효자동3가 1664-12,단독주택,11,20160113
,전라북도 전주시 완산구 효자동3가 1664-2,다가구(10가구),10,20110523
,전라북도 전주시 완산구 효자동3가 1664-3,"단독주택,제1종근린생활시설",10,20150120
,전라북도 전주시 완산구 효자동3가 1664-4,"단독주택,제1종근린생활시설",10,20150624
,전라북도 전주시 완산구 효자동3가 1664-5,"단독주택(다가구10가구),제1종근린생활시설",10,20131224
,전라북도 전주시 완산구 효자동3가 1664-6,단독주택,5,20100122
,전라북도 전주시 완산구 효자동3가 1664-8,다가구주택,8,20120116
,전라북도 전주시 완산구 효자동3가 1664-9,단독주택,10,20100920
,전라북도 전주시 완산구 효자동3가 1665-1,"단독주택,제1종근린생활시설",8,20140324
,전라북도 전주시 완산구 효자동3가 1665-10,단독주택,8,20110927
,전라북도 전주시 완산구 효자동3가 1665-11,"단독주택,제1종근린생활시설",10,20141216
,전라북도 전주시 완산구 효자동3가 1665-12,"다가구주택, 제1종근린생활시설",11,20140314
,전라북도 전주시 완산구 효자동3가 1665-2,"단독주택,제1종근린생활시설",8,20121211
,전라북도 전주시 완산구 효자동3가 1665-3,"단독주택,제1종근린생활시설",6,20120625
,전라북도 전주시 완산구 효자동3가 1665-4,"단독주택,제1종근린생활시설",11,20141104
,전라북도 전주시 완산구 효자동3가 1665-5,"단독주택,제1종근린생활시설",11,20141107
,전라북도 전주시 완산구 효자동3가 1665-6,단독주택 및 근린생활시설,8,20120110
,전라북도 전주시 완산구 효자동3가 1665-7,단독주택,10,20110419
,전라북도 전주시 완산구 효자동3가 1665-8,단독주택,11,20110816
,전라북도 전주시 완산구 효자동3가 1665-9,단독주택,10,20110607
,전라북도 전주시 완산구 효자동3가 1666-1,단독주택,10,20120629
,전라북도 전주시 완산구 효자동3가 1666-2,단독주택,9,20110422
,전라북도 전주시 완산구 효자동3가 1666-3,단독주택,6,20120605
,전라북도 전주시 완산구 효자동3가 1666-4,"단독주택,제1종근린생활시설",8,20120203
,전라북도 전주시 완산구 효자동3가 1666-5,"단독주택,제1종근린생활시설",8,20120120
,전라북도 전주시 완산구 효자동3가 1666-7,단독(다가구)주택,13,20110809
,전라북도 전주시 완산구 효자동3가 1666-8,"단독주택,제1종근린생활시설",10,20140117
,전라북도 전주시 완산구 효자동3가 1666-9,"단독주택(다가구주택),제1종근린생활시설",10,20130905
,전라북도 전주시 완산구 효자동3가 1668-1,"단독주택,제1종근린생활시설",5,20120725
,전라북도 전주시 완산구 효자동3가 1668-2,"단독주택,제1종근린생활시설",8,20140911
,전라북도 전주시 완산구 효자동3가 1668-3,"단독주택,제1종근린생활시설",9,20101231
효자동3가 1668-5 단독주택 (이종현),전라북도 전주시 완산구 효자동3가 1668-5,단독주택,5,20111229
,전라북도 전주시 완산구 효자동3가 1669-1,단독주택 및 제1종근린생활시설,4,20110127
,전라북도 전주시 완산구 효자동3가 1669-3,"단독주택,제1종근린생활시설",5,20120928
,전라북도 전주시 완산구 효자동3가 1669-4,단독주택,5,20110620
,전라북도 전주시 완산구 효자동3가 1670-10,단독주택,10,20160920
,전라북도 전주시 완산구 효자동3가 1670-17,"단독주택,제1종근린생활시설",11,20141024
,전라북도 전주시 완산구 효자동3가 1670-18,"단독주택,제1종근린생활시설",10,20150227
,전라북도 전주시 완산구 효자동3가 1670-19,"단독주택, 제1종근린생활시설",10,20150217
,전라북도 전주시 완산구 효자동3가 1670-20,다가구주택,8,20110614
,전라북도 전주시 완산구 효자동3가 1670-21,단독주택,8,20101228
,전라북도 전주시 완산구 효자동3가 1670-22,단독주택,7,20101027
,전라북도 전주시 완산구 효자동3가 1670-23,단독주택,11,20150901
,전라북도 전주시 완산구 효자동3가 1670-24,"단독주택,제1종근린생활시설",11,20140901
,전라북도 전주시 완산구 효자동3가 1670-25,"단독주택,제1종근린생활시설",11,20120918
,전라북도 전주시 완산구 효자동3가 1670-26,"단독주택,제1종근린생활시설",11,20140205
,전라북도 전주시 완산구 효자동3가 1670-27,단독주택,11,20101231
,전라북도 전주시 완산구 효자동3가 1670-28,단독주택,11,20101108
,전라북도 전주시 완산구 효자동3가 1670-29,단독주택,11,20100608
,전라북도 전주시 완산구 효자동3가 1670-30,단독주택,11,20100329
,전라북도 전주시 완산구 효자동3가 1670-31,단독주택,11,20100510
,전라북도 전주시 완산구 효자동3가 1670-32,제1종근린생활시설,10,20111212
,전라북도 전주시 완산구 효자동3가 1670-33,"다가구주택, 제1종근린생활시설(소매점)",5,20110603
,전라북도 전주시 완산구 효자동3가 1670-6,단독주택,6,20130925
,전라북도 전주시 완산구 효자동3가 1670-7,"단독주택, 제1종근린생활시설",10,20160504
,전라북도 전주시 완산구 효자동3가 1670-9,"단독주택,제1종근린생활시설",10,20150722
,전라북도 전주시 완산구 효자동3가 1671-1,"단독주택,제1종근린생활시설",5,20121130
,전라북도 전주시 완산구 효자동3가 1671-2,"단독주택,제1종근린생활시설",5,20121204
,전라북도 전주시 완산구 효자동3가 1671-3,다가구주택 및 제1종근린생활시설,5,20111227
,전라북도 전주시 완산구 효자동3가 1671-4,"단독주택,제1종근린생활시설",5,20141021
,전라북도 전주시 완산구 효자동3가 1671-5,단독주택,5,20160118
,전라북도 전주시 완산구 효자동3가 1672-1,"단독주택,제1종근린생활시설",14,20150716
,전라북도 전주시 완산구 효자동3가 1672-10,"단독주택,제1종근린생활시설",7,20130328
,전라북도 전주시 완산구 효자동3가 1672-11,단독주택,10,20111202
,전라북도 전주시 완산구 효자동3가 1672-12,"단독주택, 제1종근린생활시설",6,20120531
,전라북도 전주시 완산구 효자동3가 1672-2,단독주택,11,20110201
,전라북도 전주시 완산구 효자동3가 1672-3,"단독주택,제1종근린생활시설",8,20130226
,전라북도 전주시 완산구 효자동3가 1672-4,"단독주택,제1종근린생활시설",10,20120426
,전라북도 전주시 완산구 효자동3가 1672-5,"단독주택,제1종근린생활시설",3,20110513
,전라북도 전주시 완산구 효자동3가 1672-6,"단독주택, 제1종근린생활시설",11,20160802
,전라북도 전주시 완산구 효자동3가 1672-7,"단독주택,제1종근린생활시설",11,20190613
,전라북도 전주시 완산구 효자동3가 1672-8,다가구주택 및 근린생활시설,10,20120906
,전라북도 전주시 완산구 효자동3가 1672-9,"단독주택, 제1종근린생활시설",7,20130612
,전라북도 전주시 완산구 효자동3가 1673-1,"&제1종근,생",6,20111206
,전라북도 전주시 완산구 효자동3가 1673-2,"단독주택,제1종근린생활시설",3,20120507
,전라북도 전주시 완산구 효자동3가 1673-3,단독주택,11,20170802
,전라북도 전주시 완산구 효자동3가 1673-4,"단독주택,제1종근린생활시설",8,20120720
,전라북도 전주시 완산구 효자동3가 1673-5,단독주택,3,20110530
,전라북도 전주시 완산구 효자동3가 1673-6,"단독주택,제1종근린생활시설",9,20150520
,전라북도 전주시 완산구 효자동3가 1674-1,"단독주택,제1종근린생활시설",5,20120615
,전라북도 전주시 완산구 효자동3가 1674-2,"단독주택(다가구주택),제1종근린생활시설",11,20180821
,전라북도 전주시 완산구 효자동3가 1674-3,"다가구주택, 제1종근린생활시설",11,20170922
,전라북도 전주시 완산구 효자동3가 1674-4,"단독주택,제1종근린생활시설",7,20121212
,전라북도 전주시 완산구 효자동3가 1674-5,단독주택,10,20110907
,전라북도 전주시 완산구 효자동3가 1675-2,"단독주택,제1종근린생활시설",11,20131024
,전라북도 전주시 완산구 효자동3가 1675-3,단독주택(다가구주택),16,20160317
,전라북도 전주시 완산구 효자동3가 1675-4,"단독주택,제1종근린생활시설",11,20140710
,전라북도 전주시 완산구 효자동3가 1675-5,"단독주택,제1종근린생활시설",10,20150611
,전라북도 전주시 완산구 효자동3가 1675-6,"단독주택,제1종근린생활시설",10,20121119
,전라북도 전주시 완산구 효자동3가 1675-7,"단독주택,제1종근린생활시설",16,20151022
,전라북도 전주시 완산구 효자동3가 1676-1,"단독주택,제1종근린생활시설",15,20140903
,전라북도 전주시 완산구 효자동3가 1676-10,"단독주택,제1종근린생활시설",10,20120405
,전라북도 전주시 완산구 효자동3가 1676-11,단독주택,10,20111209
,전라북도 전주시 완산구 효자동3가 1676-12,"단독주택,제1종근린생활시설",10,20150916
,전라북도 전주시 완산구 효자동3가 1676-13,"단독주택,제1종근린생활시설",10,20120801
,전라북도 전주시 완산구 효자동3가 1676-2,"단독주택, 제1종근린생활시설",11,20120329
,전라북도 전주시 완산구 효자동3가 1676-3,"단독주택,제1종근린생활시설",10,20120425
,전라북도 전주시 완산구 효자동3가 1676-4,단독주택,10,20120329
,전라북도 전주시 완산구 효자동3가 1676-5,"단독주택,제1종근린생활시설",10,20120405
